20110323 153641612 001000
20110323 153649484 001850
20110323 153649982 000500
20110323 160021492 001450
20110323 160021774 000300
20110323 160021828 000050
20110324 000003327 003350
20110324 000003377 000050
20110325 000008129 008150
20110325 000008179 000050
20110326 000002931 002950
20110326 000002981 000050
20110327 000007783 007800
20110327 000007833 000050
20110328 000002584 002600
20110328 000002634 000050
20110329 000007436 007450
20110329 000007486 000050
20110329 013553436 000250
20110329 013553486 000050
20110329 200015436 000250
20110329 200015491 000050
20110329 200135354 000100
20110329 200156249 000200
20110329 200239144 000500
20110329 200417925 001000
20110329 200739922 002000
20110329 201103918 005000
20110329 201429925 010000
20110329 201800917 020000
20110329 202151926 050000
20110329 202922921 100000
20110329 204850232 067300
20110329 204850287 000050
20110329 204918357 000100
20110329 204942404 000200
20110329 205030146 000500
20110329 205230240 001650
20110329 205231971 001000
20110329 205630237 003300
20110329 205630285 000050
20110329 205711923 001000
20110329 212039237 003200
20110329 212039292 000050
20110330 000009738 009750
20110330 000009788 000050
20110330 083231690 000250
20110330 083231738 000050
20110330 203658442 000250
20110330 203658490 000050
20110331 000008889 008900
20110331 000008939 000050
20110331 084124441 000250
20110331 084124489 000050
20110331 204550441 000250
20110331 204550489 000050
20110401 000000891 000900
20110401 000000941 000050
20110401 085017440 000250
20110401 085017491 000050
20110401 205441438 000250
20110401 205441493 000050
20110402 000001842 001850
20110402 000001892 000050
20110402 085908443 000250
20110402 085908495 000050
20110402 210334439 000250
20110402 210334494 000050
20110403 000004844 004850
20110403 000004894 000050
20110403 090800442 000250
20110403 090800494 000050
20110404 000001795 001800
20110404 000001845 000050
20110404 091651446 000250
20110404 091651494 000050
20110404 184819443 000250
20110404 184819491 000050
20110404 212319947 000250
20110404 212319995 000050
20110405 000000746 000750
20110405 000000796 000050
20110405 200134633 611333
20110405 200135629 001000
20110405 200143800 002150
20110405 200144604 000500
20110405 213440247 001450
20110405 213440302 000050
20110406 000000698 000700
20110406 000000748 000050
20110406 093635449 000250
20110406 093635501 000050
20110406 180656100 000005
20110406 182156100 000010
20110406 182157048 000050
20110406 214100443 000250
20110406 214100498 000050
20110407 000000699 000700
20110407 000000749 000050
20110407 063601100 000010
20110407 063602049 000050
20110407 094525451 000250
20110407 094525499 000050
20110407 214950451 000250
20110407 214950506 000050
20110408 000000700 000750
20110408 000000750 000050
20110408 095415448 000250
20110408 095415500 000050
20110408 215835453 000250
20110408 215835501 000050
20110409 000005651 005700
20110409 000005701 000050
20110409 100259451 000250
20110409 100259503 000050
20110409 220724452 000250
20110409 220724500 000050
20110410 000004602 004650
20110410 000004652 000050
20110410 101158952 000250
20110410 101159004 000050
20110410 101415608 000500
20110410 101419254 001650
20110410 101419303 000050
20110410 221613450 000250
20110410 221613505 000050
20110411 000003603 003650
20110411 000003653 000050
20110411 102037452 000250
20110411 102037503 000050
20110411 141327100 000005
20110411 142848050 000050
20110411 222432449 000250
20110411 222432504 000050
20110412 000002553 002600
20110412 000002603 000050
20110412 102854851 000250
20110412 102854903 000050
20110413 000007204 007250
20110413 000007254 000050
20110413 010034454 000250
20110413 010034504 000050
20110413 103737457 000250
20110413 103737505 000050
20110413 224158451 000250
20110413 224158499 000050
20110414 000008505 008550
20110414 000008555 000050
20110414 104620454 000250
20110414 104620506 000050
20110414 225041455 000250
20110414 225041510 000050
20110415 000001506 001550
20110415 000001556 000050
20110415 105502456 000250
20110415 105502507 000050
20110416 000004707 004750
20110416 000004757 000050
20110416 012735207 000250
20110416 012735257 000050
20110416 110341457 000250
20110416 110341508 000050
20110416 230802458 000250
20110416 230802506 000050
20110417 000002407 002450
20110417 000002457 000050
20110417 111233957 000250
20110417 111234009 000050
20110417 111450614 000500
20110417 111454260 001650
20110417 111454308 000050
20110417 231644459 000250
20110417 231644507 000050
20110418 000004358 004400
20110418 000004408 000050
20110418 112104458 000250
20110418 112104509 000050
20110418 232522458 000250
20110418 232522506 000050
20110419 000002359 002400
20110419 000002409 000050
20110419 112942460 000250
20110419 112942511 000050
20110420 000004609 004650
20110420 000004659 000050
20110420 020649459 000250
20110420 020649509 000050
20110420 113823260 000250
20110420 113823311 000050
20110420 234243461 000250
20110420 234243515 000050
20110421 000003310 003350
20110421 000003360 000050
20110421 114703462 000250
20110421 114703510 000050
20110421 235123464 000250
20110421 235123512 000050
20110422 000003311 003350
20110422 000003361 000050
20110422 112253463 000250
20110422 112253511 000050
20110422 235957459 000250
20110422 235957514 000050
20110423 000007461 007500
20110423 000007511 000050
20110423 120417410 000250
20110423 120417461 000050
20110424 000009462 009500
20110424 000009512 000050
20110424 000837462 000250
20110424 000837512 000050
20110424 121306961 000250
20110424 121307009 000050
20110424 121523617 000500
20110424 121527263 001650
20110424 121527311 000050
20110425 000009512 009550
20110425 000009562 000050
20110425 001716462 000250
20110425 001716512 000050
20110425 122136466 000250
20110425 122136514 000050
20110426 000008413 008450
20110426 000008463 000050
20110426 002548713 000250
20110426 002548763 000050
20110426 150620463 000250
20110426 150620515 000050
20110427 000003913 003950
20110427 000003963 000050
20110427 003429463 000250
20110427 003429513 000050
20110427 123848463 000250
20110427 123848514 000050
20110428 000010414 010450
20110428 000010464 000050
20110428 004308464 000250
20110428 004308514 000050
20110428 124727464 000250
20110428 124727515 000050
20110429 000009364 009400
20110429 000009414 000050
20110429 005147464 000250
20110429 005147514 000050
20110429 153237516 000250
20110429 153237568 000050
20110430 000000815 000850
20110430 000000865 000050
20110430 010018465 000250
20110430 010018515 000050
20110430 130437463 000250
20110430 130437515 000050
20110501 000009316 009350
20110501 000009366 000050
20110501 010857466 000250
20110501 010857516 000050
20110501 131326963 000250
20110501 131327014 000050
20110501 131543623 000500
20110501 131547265 001650
20110501 131547317 000050
