Date ut MET
20081208 0.0 137181845.290704
20081209 0.0 137268245.655659
20081210 0.0 137354645.99752
20081211 0.0 137441046.380021
20081212 0.0 137527446.747672
20081213 0.0 137613847.122265
20081214 0.0 137700247.490388
20081215 0.0 137786647.832764
20081216 0.0 137873048.213484
20081217 0.0 137959448.636894
20081218 0.0 138045849.071907
20081219 0.0 138132249.518778
20081220 0.0 138218649.961652
20081221 0.0 138305050.397847
20081222 0.0 138391450.834041
20081223 0.0 138477851.270863
20081224 0.0 138564251.729057
20081225 0.0 138650652.143547
20081226 0.0 138737052.558038
20081227 0.0 138823452.972528
20081228 0.0 138909853.387019
20081229 0.0 138996253.801509
20081230 0.0 139082654.216
20081231 0.0 139169054.63049
20090101 0.0 139255456.044985
20090102 0.0 139341856.459476
20090103 0.0 139428256.873966
20090104 0.0 139514657.288457
20090105 0.0 139601057.702947
20090106 0.0 139687458.093577
20090107 0.0 139773858.439972
20090108 0.0 139860258.778265
20090109 0.0 139946659.107505
20090110 0.0 140033059.434347
20090111 0.0 140119459.738358
20090112 0.0 140205860.004911
20090113 0.0 140292260.236811
20090114 0.0 140378660.43518
20090115 0.0 140465060.590035
20090116 0.0 140551460.743091
20090117 0.0 140637860.853755
20090118 0.0 140724260.907781
20090119 0.0 140810660.961808
20090120 0.0 140897061.017054
20090121 0.0 140983461.122829
20090122 0.0 141069861.228406
20090123 0.0 141156261.313192
20090124 0.0 141242661.397978
20090125 0.0 141329061.482765
20090126 0.0 141415461.567551
20090127 0.0 141501861.639824
20090128 0.0 141588261.638652
20090129 0.0 141674661.637478
20090130 0.0 141761061.636142
20090131 0.0 141847461.634695
20090201 0.0 141933861.633059
20090202 0.0 142020261.63142
20090203 0.0 142106661.629755
20090204 0.0 142193061.627872
20090205 0.0 142279461.625986
20090206 0.0 142365861.623987
20090207 0.0 142452261.621877
20090208 0.0 142538661.619768
20090209 0.0 142625061.617659
20090210 0.0 142711461.615544
20090211 0.0 142797861.613422
20090212 0.0 142884261.611303
20090213 0.0 142970661.60926
20090214 0.0 143057061.607225
20090215 0.0 143143461.605363
20090216 0.0 143229861.603513
20090217 0.0 143316261.601665
20090218 0.0 143402661.600089
20090219 0.0 143489061.598526
20090220 0.0 143575461.596965
20090221 0.0 143661861.595601
20090222 0.0 143748261.594456
20090223 0.0 143834661.593315
20090224 0.0 143921061.592174
20090225 0.0 144007461.591237
20090226 0.0 144093861.590346
20090227 0.0 144180261.589611
20090228 0.0 144266661.588875
20090301 0.0 144353061.588337
20090302 0.0 144439461.587802
20090303 0.0 144525861.587327
20090304 0.0 144612261.586972
20090305 0.0 144698661.586625
20090306 0.0 144785061.586401
20090307 0.0 144871461.586191
20090308 0.0 144957861.586093
20090309 0.0 145044261.585994
20090310 0.0 145130661.585942
20090311 0.0 145217061.585969
20090312 0.0 145303461.586001
20090313 0.0 145389861.586119
20090314 0.0 145476261.586244
20090315 0.0 145562661.586454
20090316 0.0 145649061.586664
20090317 0.0 145735461.586878
20090318 0.0 145821861.587162
20090319 0.0 145908261.587461
20090320 0.0 145994661.587793
20090321 0.0 146081061.588147
20090322 0.0 146167461.588547
20090323 0.0 146253861.588947
20090324 0.0 146340261.589351
20090325 0.0 146426661.589796
20090326 0.0 146513061.590254
20090327 0.0 146599461.590729
20090328 0.0 146685861.591221
20090329 0.0 146772261.591737
20090330 0.0 146858661.592253
20090331 0.0 146945061.592768
20090401 0.0 147031461.593286
20090402 0.0 147117861.593834
20090403 0.0 147204261.594384
20090404 0.0 147290661.594938
20090405 0.0 147377061.5955
20090406 0.0 147463461.596062
20090407 0.0 147549861.596626
20090408 0.0 147636261.597203
20090409 0.0 147722661.59778
20090410 0.0 147809061.598339
20090411 0.0 147895461.59889
20090412 0.0 147981861.599451
20090413 0.0 148068261.600013
20090414 0.0 148154661.600567
20090415 0.0 148241061.601111
20090416 0.0 148327461.601656
20090417 0.0 148413861.602191
20090418 0.0 148500261.602713
20090419 0.0 148586661.603216
20090420 0.0 148673061.603719
20090421 0.0 148759461.604218
20090422 0.0 148845861.604693
20090423 0.0 148932261.605151
20090424 0.0 149018661.605589
20090425 0.0 149105061.606022
20090426 0.0 149191461.606407
20090427 0.0 149277861.606793
20090428 0.0 149364261.607173
20090429 0.0 149450661.607502
20090430 0.0 149537061.607822
20090501 0.0 149623461.608088
20090502 0.0 149709861.608351
20090503 0.0 149796261.608544
20090504 0.0 149882661.608738
20090505 0.0 149969061.608918
20090506 0.0 150055461.609021
20090507 0.0 150141861.60911
20090508 0.0 150228261.60915
20090509 0.0 150314661.609115
20090510 0.0 150401061.609019
20090511 0.0 150487461.608922
20090512 0.0 150573861.608795
20090513 0.0 150660261.608564
20090514 0.0 150746661.608301
20090515 0.0 150833061.607933
20090516 0.0 150919461.607556
20090517 0.0 151005861.607024
20090518 0.0 151092261.606491
20090519 0.0 151178661.605911
20090520 0.0 151265061.60517
20090521 0.0 151351461.604425
20090522 0.0 151437861.603517
20090523 0.0 151524261.6026
20090524 0.0 151610661.601374
20090525 0.0 151697061.600148
20090526 0.0 151783461.598921
20090527 0.0 151869861.597693
20090528 0.0 151956261.596205
20090529 0.0 152042661.594585
20090530 0.0 152129061.592905
20090531 0.0 152215461.591016
20090601 0.0 152301861.589126
20090602 0.0 152388261.58724
20090603 0.0 152474661.585153
20090604 0.0 152561061.583053
20090605 0.0 152647461.580817
20090606 0.0 152733861.578591
20090607 0.0 152820261.576391
20090608 0.0 152906661.574175
20090609 0.0 152993061.571959
20090610 0.0 153079461.569743
20090611 0.0 153165861.567527
20090612 0.0 153252261.565329
20090613 0.0 153338661.563298
20090614 0.0 153425061.56144
20090615 0.0 153511461.559592
20090616 0.0 153597861.557747
20090617 0.0 153684261.55613
20090618 0.0 153770661.554567
20090619 0.0 153857061.553165
20090620 0.0 153943461.551803
20090621 0.0 154029861.550648
20090622 0.0 154116261.549493
20090623 0.0 154202661.548339
20090624 0.0 154289061.547415
20090625 0.0 154375461.54654
20090626 0.0 154461861.545819
20090627 0.0 154548261.5451
20090628 0.0 154634661.544546
20090629 0.0 154721061.544008
20090630 0.0 154807461.543471
20090701 0.0 154893861.543099
20090702 0.0 154980261.542747
20090703 0.0 155066661.542429
20090704 0.0 155153061.54226
20090705 0.0 155239461.542112
20090706 0.0 155325861.541963
20090707 0.0 155412261.541814
20090708 0.0 155498661.541796
20090709 0.0 155585061.54542
20090710 0.0 155671461.894144
20090711 0.0 155757862.295887
20090712 0.0 155844262.710932
20090713 0.0 155930663.125394
20090714 0.0 156017063.539737
20090715 0.0 156103463.946993
20090716 0.0 156189864.324301
20090717 0.0 156276264.657916
20090718 0.0 156362664.673832
20090719 0.0 156449064.674197
20090720 0.0 156535464.674581
20090721 0.0 156621864.674978
20090722 0.0 156708264.675398
20090723 0.0 156794664.675824
20090724 0.0 156881064.676269
20090725 0.0 156967464.676725
20090726 0.0 157053864.677192
20090727 0.0 157140264.67767
20090728 0.0 157226664.678151
20090729 0.0 157313064.678643
20090730 0.0 157399464.679143
20090731 0.0 157485864.679651
20090801 0.0 157572264.680158
20090802 0.0 157658664.680667
20090803 0.0 157745064.681187
20090804 0.0 157831464.681707
20090805 0.0 157917864.682263
20090806 0.0 158004264.68276
20090807 0.0 158090664.683258
20090808 0.0 158177064.683761
20090809 0.0 158263464.684271
20090810 0.0 158349864.684781
20090811 0.0 158436264.685293
20090812 0.0 158522664.685816
20090813 0.0 158609064.686278
20090814 0.0 158695464.68674
20090815 0.0 158781864.687202
20090816 0.0 158868264.687641
20090817 0.0 158954664.688082
20090818 0.0 159041064.688522
20090819 0.0 159127464.688934
20090820 0.0 159213864.689328
20090821 0.0 159300264.689712
20090822 0.0 159386664.690041
20090823 0.0 159473064.690356
20090824 0.0 159559464.69067
20090825 0.0 159645864.690985
20090826 0.0 159732264.69126
20090827 0.0 159818664.691507
20090828 0.0 159905064.691689
20090829 0.0 159991464.69187
20090830 0.0 160077864.69199
20090831 0.0 160164264.692111
20090901 0.0 160250664.692216
20090902 0.0 160337064.780657
20090903 0.0 160423464.999685
20090904 0.0 160509865.158891
20090905 0.0 160596265.274406
20090906 0.0 160682665.295848
20090907 0.0 160769065.31729
20090908 0.0 160855465.338732
20090909 0.0 160941865.356198
20090910 0.0 161028265.354637
20090911 0.0 161114665.354198
20090912 0.0 161201065.3537
20090913 0.0 161287465.353065
20090914 0.0 161373865.35243
20090915 0.0 161460265.351792
20090916 0.0 161546665.350945
20090917 0.0 161633065.350056
20090918 0.0 161719465.349031
20090919 0.0 161805865.347937
20090920 0.0 161892265.346738
20090921 0.0 161978665.34544
20090922 0.0 162065065.344076
20090923 0.0 162151465.342535
20090924 0.0 162237865.340918
20090925 0.0 162324265.339192
20090926 0.0 162410665.337391
20090927 0.0 162497065.335464
20090928 0.0 162583465.333456
20090929 0.0 162669865.331338
20090930 0.0 162756265.329202
20091001 0.0 162842665.327062
20091002 0.0 162929065.324847
20091003 0.0 163015465.322589
20091004 0.0 163101865.320302
20091005 0.0 163188265.317971
20091006 0.0 163274665.315676
20091007 0.0 163361065.313415
20091008 0.0 163447465.311178
20091009 0.0 163533865.309014
20091010 0.0 163620265.293814
20091011 0.0 163706665.215996
20091012 0.0 163793065.138178
20091013 0.0 163879465.06036
20091014 0.0 163965864.982334
20091015 0.0 164052264.89612
20091016 0.0 164138664.723956
20091017 0.0 164225064.58292
20091018 0.0 164311464.489987
20091019 0.0 164397864.397054
20091020 0.0 164484264.304298
20091021 0.0 164570664.212651
20091022 0.0 164657064.116982
20091023 0.0 164743464.020646
20091024 0.0 164829863.922136
20091025 0.0 164916263.898386
20091026 0.0 165002663.874635
20091027 0.0 165089063.85344
20091028 0.0 165175463.949261
20091029 0.0 165261864.091182
20091030 0.0 165348264.280429
20091031 0.0 165434664.444157
20091101 0.0 165521064.569195
20091102 0.0 165607464.694233
20091103 0.0 165693864.817907
20091104 0.0 165780264.902497
20091105 0.0 165866665.00473
20091106 0.0 165953065.125261
20091107 0.0 166039465.273123
20091108 0.0 166125865.420984
20091109 0.0 166212265.568846
20091110 0.0 166298665.716708
20091111 0.0 166385065.86457
20091112 0.0 166471466.012431
20091113 0.0 166557866.160293
20091114 0.0 166644266.316988
20091115 0.0 166730666.513053
20091116 0.0 166817066.726772
20091117 0.0 166903466.952234
20091118 0.0 166989867.186306
20091119 0.0 167076267.431722
20091120 0.0 167162667.682142
20091121 0.0 167249067.918325
20091122 0.0 167335468.154686
20091123 0.0 167421868.382835
20091124 0.0 167508268.617483
20091125 0.0 167594668.831654
20091126 0.0 167681069.117756
20091127 0.0 167767469.487734
20091128 0.0 167853869.862189
20091129 0.0 167940270.249036
20091130 0.0 168026670.646274
20091201 0.0 168113071.048452
20091202 0.0 168199471.449183
20091203 0.0 168285871.849627
20091204 0.0 168372272.206685
20091205 0.0 168458672.512463
20091206 0.0 168545072.804213
20091207 0.0 168631473.096051
20091208 0.0 168717873.329526
20091209 0.0 168804273.329726
20091210 0.0 168890673.329927
20091211 0.0 168977073.330095
20091212 0.0 169063473.330199
20091213 0.0 169149873.330302
20091214 0.0 169236273.330406
20091215 0.0 169322673.330505
20091216 0.0 169409073.330525
20091217 0.0 169495473.330534
20091218 0.0 169581873.33049
20091219 0.0 169668273.330441
20091220 0.0 169754673.330273
20091221 0.0 169841073.330106
20091222 0.0 169927473.329932
20091223 0.0 170013873.329629
20091224 0.0 170100273.329304
20091225 0.0 170186673.328924
20091226 0.0 170273073.328393
20091227 0.0 170359473.327861
20091228 0.0 170445873.32733
20091229 0.0 170532273.326794
20091230 0.0 170618673.326078
20091231 0.0 170705073.325239
20100101 0.0 170791473.324323
20100102 0.0 170877873.323247
20100103 0.0 170964273.32217
20100104 0.0 171050673.321093
20100105 0.0 171137073.320008
20100106 0.0 171223473.318634
20100107 0.0 171309873.317254
20100108 0.0 171396273.31568
20100109 0.0 171482673.314103
20100110 0.0 171569073.312296
20100111 0.0 171655473.310489
20100112 0.0 171741873.308654
20100113 0.0 171828273.306607
20100114 0.0 171914673.304559
20100115 0.0 172001073.302484
20100116 0.0 172087473.300338
20100117 0.0 172173873.298125
20100118 0.0 172260273.295913
20100119 0.0 172346673.293706
20100120 0.0 172433073.291508
20100121 0.0 172519473.289309
20100122 0.0 172605873.287206
20100123 0.0 172692273.285114
20100124 0.0 172778673.283182
20100125 0.0 172865073.28125
20100126 0.0 172951473.279321
20100127 0.0 173037873.277613
20100128 0.0 173124273.275913
20100129 0.0 173210673.274401
20100130 0.0 173297073.272899
20100131 0.0 173383473.271616
20100201 0.0 173469873.270333
20100202 0.0 173556273.26908
20100203 0.0 173642673.268005
20100204 0.0 173729073.266994
20100205 0.0 173815473.266084
20100206 0.0 173901873.265263
20100207 0.0 173988273.264562
20100208 0.0 174074673.263862
20100209 0.0 174161073.263172
20100210 0.0 174247473.262619
20100211 0.0 174333873.262119
20100212 0.0 174420273.26169
20100213 0.0 174506673.261288
20100214 0.0 174593073.26101
20100215 0.0 174679473.260732
20100216 0.0 174765873.260461
20100217 0.0 174852273.260257
20100218 0.0 174938673.260092
20100219 0.0 175025073.259982
20100220 0.0 175111473.25988
20100221 0.0 175197873.25986
20100222 0.0 175284273.25984
20100223 0.0 175370673.259831
20100224 0.0 175457073.259874
20100225 0.0 175543473.259919
20100226 0.0 175629873.260001
20100227 0.0 175716273.260108
20100228 0.0 175802673.260249
20100301 0.0 175889073.260391
20100302 0.0 175975473.260531
20100303 0.0 176061873.260674
20100304 0.0 176148273.260874
20100305 0.0 176234673.261073
20100306 0.0 176321073.261267
20100307 0.0 176407473.261481
20100308 0.0 176493873.261704
20100309 0.0 176580273.261925
20100310 0.0 176666673.262132
20100311 0.0 176753073.262339
20100312 0.0 176839473.262548
20100313 0.0 176925873.262764
20100314 0.0 177012273.262979
20100315 0.0 177098673.263195
20100316 0.0 177185073.263409
20100317 0.0 177271473.26362
20100318 0.0 177357873.263827
20100319 0.0 177444273.263992
20100320 0.0 177530673.264149
20100321 0.0 177617073.264297
20100322 0.0 177703473.264445
20100323 0.0 177789873.26459
20100324 0.0 177876273.264711
20100325 0.0 177962673.26482
20100326 0.0 178049073.264861
20100327 0.0 178135473.2649
20100328 0.0 178221873.264924
20100329 0.0 178308273.264948
20100330 0.0 178394673.264966
20100331 0.0 178481073.264886
20100401 0.0 178567473.264806
20100402 0.0 178653873.264671
20100403 0.0 178740273.264531
20100404 0.0 178826673.264296
20100405 0.0 178913073.264061
20100406 0.0 178999473.263824
20100407 0.0 179085873.263506
20100408 0.0 179172273.263139
20100409 0.0 179258673.262764
20100410 0.0 179345073.262207
20100411 0.0 179431473.261593
20100412 0.0 179517873.260979
20100413 0.0 179604273.260357
20100414 0.0 179690673.259608
20100415 0.0 179777073.25879
20100416 0.0 179863473.257935
20100417 0.0 179949873.256885
20100418 0.0 180036273.255723
20100419 0.0 180122673.254561
20100420 0.0 180209073.253386
20100421 0.0 180295473.251978
20100422 0.0 180381873.250567
20100423 0.0 180468273.248945
20100424 0.0 180554673.247306
20100425 0.0 180641073.245533
20100426 0.0 180727473.243577
20100427 0.0 180813873.241621
20100428 0.0 180900273.239664
20100429 0.0 180986673.237693
20100430 0.0 181073073.235451
20100501 0.0 181159473.233218
20100502 0.0 181245873.230932
20100503 0.0 181332273.228645
20100504 0.0 181418673.226352
20100505 0.0 181505073.22404
20100506 0.0 181591473.221766
20100507 0.0 181677873.21954
20100508 0.0 181764273.217312
20100509 0.0 181850673.215183
20100510 0.0 181937073.213072
20100511 0.0 182023473.21104
20100512 0.0 182109873.20915
20100513 0.0 182196273.207261
20100514 0.0 182282673.205578
20100515 0.0 182369073.203919
20100516 0.0 182455473.202465
20100517 0.0 182541873.201012
20100518 0.0 182628273.19961
20100519 0.0 182714673.198392
20100520 0.0 182801073.197204
20100521 0.0 182887473.196156
20100522 0.0 182973873.195134
20100523 0.0 183060273.194286
20100524 0.0 183146673.193439
20100525 0.0 183233073.192619
20100526 0.0 183319473.191945
20100527 0.0 183405873.191285
20100528 0.0 183492273.190742
20100529 0.0 183578673.190228
20100530 0.0 183665073.189807
20100531 0.0 183751473.189385
20100601 0.0 183837873.188976
20100602 0.0 183924273.188674
20100603 0.0 184010673.18839
20100604 0.0 184097073.188192
20100605 0.0 184183473.187993
20100606 0.0 184269873.187794
20100607 0.0 184356273.187668
20100608 0.0 184442673.187557
20100609 0.0 184529073.187489
20100610 0.0 184615473.187429
20100611 0.0 184701873.187422
20100612 0.0 184788273.187409
20100613 0.0 184874673.187435
20100614 0.0 184961073.187469
20100615 0.0 185047473.187508
20100616 0.0 185133873.187587
20100617 0.0 185220273.187669
20100618 0.0 185306673.18777
20100619 0.0 185393073.187874
20100620 0.0 185479473.187994
20100621 0.0 185565873.188114
20100622 0.0 185652273.188239
20100623 0.0 185738673.188379
20100624 0.0 185825073.188507
20100625 0.0 185911473.188636
20100626 0.0 185997873.188765
20100627 0.0 186084273.188896
20100628 0.0 186170673.189026
20100629 0.0 186257073.189158
20100630 0.0 186343473.189294
20100701 0.0 186429873.189386
20100702 0.0 186516273.189489
20100703 0.0 186602673.189589
20100704 0.0 186689073.18966
20100705 0.0 186775473.189731
20100706 0.0 186861873.189802
20100707 0.0 186948273.189864
20100708 0.0 187034673.189896
20100709 0.0 187121073.18988
20100710 0.0 187207473.189862
20100711 0.0 187293873.189806
20100712 0.0 187380273.189751
20100713 0.0 187466673.189674
20100714 0.0 187553073.189538
20100715 0.0 187639473.18939
20100716 0.0 187725873.189192
20100717 0.0 187812273.188979
20100718 0.0 187898673.188688
20100719 0.0 187985073.188397
20100720 0.0 188071473.188071
20100721 0.0 188157873.187638
20100722 0.0 188244273.187205
20100723 0.0 188330673.186758
20100724 0.0 188417073.186198
20100725 0.0 188503473.185534
20100726 0.0 188589873.184869
20100727 0.0 188676273.184195
20100728 0.0 188762673.183365
20100729 0.0 188849073.182536
20100730 0.0 188935473.181644
20100731 0.0 189021873.180596
20100801 0.0 189108273.179421
20100802 0.0 189194673.178246
20100803 0.0 189281073.177017
20100804 0.0 189367473.175613
20100805 0.0 189453873.174206
20100806 0.0 189540273.172611
20100807 0.0 189626673.170953
20100808 0.0 189713073.16909
20100809 0.0 189799473.167227
20100810 0.0 189885873.165364
20100811 0.0 189972273.163364
20100812 0.0 190058673.161237
20100813 0.0 190145073.159072
20100814 0.0 190231473.156797
20100815 0.0 190317873.154453
20100816 0.0 190404273.152109
20100817 0.0 190490673.149765
20100818 0.0 190577073.147376
20100819 0.0 190663473.145007
20100820 0.0 190749873.142619
20100821 0.0 190836273.140311
20100822 0.0 190922673.138043
20100823 0.0 191009073.135845
20100824 0.0 191095473.133716
20100825 0.0 191181873.131672
20100826 0.0 191268273.129727
20100827 0.0 191354673.127865
20100828 0.0 191441073.126107
20100829 0.0 191527473.124441
20100830 0.0 191613873.122869
20100831 0.0 191700273.1214
20100901 0.0 191786673.120038
20100902 0.0 191873073.118794
20100903 0.0 191959473.11756
20100904 0.0 192045873.116474
20100905 0.0 192132273.115563
20100906 0.0 192218673.114651
20100907 0.0 192305073.11374
20100908 0.0 192391473.112863
20100909 0.0 192477873.112114
20100910 0.0 192564273.111491
20100911 0.0 192650673.110903
20100912 0.0 192737073.110423
20100913 0.0 192823473.109943
20100914 0.0 192909873.109478
20100915 0.0 192996273.109098
20100916 0.0 193082673.10873
20100917 0.0 193169073.108448
20100918 0.0 193255473.108179
20100919 0.0 193341873.107983
20100920 0.0 193428273.107788
20100921 0.0 193514673.107609
20100922 0.0 193601073.107499
20100923 0.0 193687473.107388
20100924 0.0 193773873.107281
20100925 0.0 193860273.107187
20100926 0.0 193946673.107195
20100927 0.0 194033073.107203
20100928 0.0 194119473.107213
20100929 0.0 194205873.107234
20100930 0.0 194292273.107276
20101001 0.0 194378673.107362
20101002 0.0 194465073.107433
20101003 0.0 194551473.107517
20101004 0.0 194637873.1076
20101005 0.0 194724273.10768
20101006 0.0 194810673.107804
20101007 0.0 194897073.107926
20101008 0.0 194983473.108041
20101009 0.0 195069873.108218
20101010 0.0 195156273.108391
20101011 0.0 195242673.108527
20101012 0.0 195329073.108665
20101013 0.0 195415473.108802
20101014 0.0 195501873.108937
20101015 0.0 195588273.10902
20101016 0.0 195674673.10909
20101017 0.0 195761073.109146
20101018 0.0 195847473.109201
20101019 0.0 195933873.109257
20101020 0.0 196020273.109254
20101021 0.0 196106673.109244
20101022 0.0 196193073.109228
20101023 0.0 196279473.10921
20101024 0.0 196365873.109129
20101025 0.0 196452273.109048
20101026 0.0 196538673.108963
20101027 0.0 196625073.108782
20101028 0.0 196711473.108601
20101029 0.0 196797873.10842
20101030 0.0 196884273.108237
20101031 0.0 196970673.107928
20101101 0.0 197057073.10762
20101102 0.0 197143473.107286
20101103 0.0 197229873.106895
20101104 0.0 197316273.106483
20101105 0.0 197402673.106027
20101106 0.0 197489073.105448
20101107 0.0 197575473.104818
20101108 0.0 197661873.104188
20101109 0.0 197748273.103517
20101110 0.0 197834673.102745
20101111 0.0 197921073.101893
20101112 0.0 198007473.100967
20101113 0.0 198093873.099957
20101114 0.0 198180273.098768
20101115 0.0 198266673.097579
20101116 0.0 198353073.09639
20101117 0.0 198439473.095192
20101118 0.0 198525873.093728
20101119 0.0 198612273.092262
20101120 0.0 198698673.090663
20101121 0.0 198785073.088903
20101122 0.0 198871473.087139
20101123 0.0 198957873.085229
20101124 0.0 199044273.083214
20101125 0.0 199130673.08112
20101126 0.0 199217073.078912
20101127 0.0 199303473.076697
20101128 0.0 199389873.074329
20101129 0.0 199476273.07196
20101130 0.0 199562673.069592
20101201 0.0 199649073.067223
20101202 0.0 199735473.064813
20101203 0.0 199821873.062427
20101204 0.0 199908273.060063
20101205 0.0 199994673.057772
20101206 0.0 200081073.05548
20101207 0.0 200167473.053238
20101208 0.0 200253873.05112
20101209 0.0 200340273.049027
20101210 0.0 200426673.047066
20101211 0.0 200513073.045248
20101212 0.0 200599473.043555
20101213 0.0 200685873.041863
20101214 0.0 200772273.040216
20101215 0.0 200858673.038785
20101216 0.0 200945073.037377
20101217 0.0 201031473.036156
20101218 0.0 201117873.034934
20101219 0.0 201204273.033787
20101220 0.0 201290673.032837
20101221 0.0 201377073.031887
20101222 0.0 201463473.030936
20101223 0.0 201549873.030082
20101224 0.0 201636273.029336
20101225 0.0 201722673.028731
20101226 0.0 201809073.028126
20101227 0.0 201895473.027522
20101228 0.0 201981873.026948
20101229 0.0 202068273.026499
20101230 0.0 202154673.026062
20101231 0.0 202241073.025698
20110101 0.0 202327473.025419
20110102 0.0 202413873.02514
20110103 0.0 202500273.02486
20110104 0.0 202586673.024593
20110105 0.0 202673073.024429
20110106 0.0 202759473.024268
20110107 0.0 202845873.024145
20110108 0.0 202932273.02402
20110109 0.0 203018673.023944
20110110 0.0 203105073.023877
20110111 0.0 203191473.023814
20110112 0.0 203277873.023797
20110113 0.0 203364273.023784
20110114 0.0 203450673.023795
20110115 0.0 203537073.023815
20110116 0.0 203623473.023856
20110117 0.0 203709873.023898
20110118 0.0 203796273.023939
20110119 0.0 203882673.023983
20110120 0.0 203969073.024029
20110121 0.0 204055473.024107
20110122 0.0 204141873.024174
20110123 0.0 204228273.024234
20110124 0.0 204314673.024297
20110125 0.0 204401073.024358
20110126 0.0 204487473.024409
20110127 0.0 204573873.02446
20110128 0.0 204660273.024517
20110129 0.0 204746673.024573
20110130 0.0 204833073.024586
20110131 0.0 204919473.024624
20110201 0.0 205005873.024613
20110202 0.0 205092273.024608
20110203 0.0 205178673.02458
20110204 0.0 205265073.02455
20110205 0.0 205351473.024495
20110206 0.0 205437873.024397
20110207 0.0 205524273.0243
20110208 0.0 205610673.024197
20110209 0.0 205697073.024043
20110210 0.0 205783473.023863
20110211 0.0 205869873.023666
20110212 0.0 205956273.023415
20110213 0.0 206042673.023134
20110214 0.0 206129073.022836
20110215 0.0 206215473.022473
20110216 0.0 206301873.022083
20110217 0.0 206388273.021639
20110218 0.0 206474673.021147
20110219 0.0 206561073.020597
20110220 0.0 206647473.019942
20110221 0.0 206733873.019287
20110222 0.0 206820273.018627
20110223 0.0 206906673.017856
20110224 0.0 206993073.017006
20110225 0.0 207079473.016095
20110226 0.0 207165873.015113
20110227 0.0 207252273.014045
20110228 0.0 207338673.012898
20110301 0.0 207425073.011661
20110302 0.0 207511473.010355
20110303 0.0 207597873.008938
20110304 0.0 207684273.004289
20110305 0.0 207770672.961912
20110306 0.0 207857072.776538
20110307 0.0 207943472.560494
20110308 0.0 208029872.324692
20110309 0.0 208116272.039406
20110310 0.0 208202671.716755
20110311 0.0 208289071.381094
20110312 0.0 208375471.023457
20110313 0.0 208461870.625446
20110314 0.0 208548270.202237
20110315 0.0 208634669.781585
20110316 0.0 208721069.368866
20110317 0.0 208807468.92052
20110318 0.0 208893868.479563
20110319 0.0 208980268.341718
20110320 0.0 209066668.339415
20110321 0.0 209153068.337152
20110322 0.0 209239468.334944
20110323 0.0 209325868.332784
20110324 0.0 209412268.330716
20110325 0.0 209498668.328661
20110326 0.0 209585068.326706
20110327 0.0 209671468.324824
20110328 0.0 209757868.323021
20110329 0.0 209844268.32132
20110330 0.0 209930668.319668
20110331 0.0 210017068.31808
20110401 0.0 210103468.316538
20110402 0.0 210189868.315113
20110403 0.0 210276268.313739
20110404 0.0 210362668.312434
20110405 0.0 210449068.311176
20110406 0.0 210535468.30999
20110407 0.0 210621868.308864
20110408 0.0 210708268.307804
20110409 0.0 210794668.306796
20110410 0.0 210881068.305814
20110411 0.0 210967468.304897
20110412 0.0 211053868.304024
20110413 0.0 211140268.303167
20110414 0.0 211226668.302382
20110415 0.0 211313068.301622
20110416 0.0 211399468.30085
20110417 0.0 211485868.300134
20110418 0.0 211572268.299446
20110419 0.0 211658668.298817
20110420 0.0 211745068.298176
20110421 0.0 211831468.297569
20110422 0.0 211917868.296959
20110423 0.0 212004268.296362
20110424 0.0 212090668.295787
20110425 0.0 212177068.295225
20110426 0.0 212263468.294672
20110427 0.0 212349868.294138
20110428 0.0 212436268.293594
20110429 0.0 212522668.293033
20110430 0.0 212609068.292494
20110501 0.0 212695468.291926
20110502 0.0 212781868.291373
20110503 0.0 212868268.290822
20110504 0.0 212954668.290272
20110505 0.0 213041068.289689
20110506 0.0 213127468.289089
20110507 0.0 213213868.288481
20110508 0.0 213300268.287857
20110509 0.0 213386668.287213
20110510 0.0 213473068.286548
20110511 0.0 213559468.285858
20110512 0.0 213645868.285137
20110513 0.0 213732268.284381
20110514 0.0 213818668.283597
20110515 0.0 213905068.28278
20110516 0.0 213991468.281926
20110517 0.0 214077868.281035
20110518 0.0 214164268.280096
20110519 0.0 214250668.279123
20110520 0.0 214337068.27812
20110521 0.0 214423468.277015
20110522 0.0 214509868.275884
20110523 0.0 214596268.274714
20110524 0.0 214682668.273437
20110525 0.0 214769068.272119
20110526 0.0 214855468.270732
20110527 0.0 214941868.269291
20110528 0.0 215028268.267768
20110529 0.0 215114668.266171
20110530 0.0 215201068.264496
20110531 0.0 215287468.26274
20110601 0.0 215373868.260927
20110602 0.0 215460268.259019
20110603 0.0 215546668.257046
20110604 0.0 215633068.254993
20110605 0.0 215719468.252884
20110606 0.0 215805868.250696
20110607 0.0 215892268.248454
20110608 0.0 215978668.246152
20110609 0.0 216065068.243803
20110610 0.0 216151468.241408
20110611 0.0 216237868.238995
20110612 0.0 216324268.236545
20110613 0.0 216410668.234112
20110614 0.0 216497068.231681
20110615 0.0 216583468.042178
20110616 0.0 216669867.630836
20110617 0.0 216756267.593991
20110618 0.0 216842667.591701
20110619 0.0 216929067.589474
20110620 0.0 217015467.587304
20110621 0.0 217101867.585196
20110622 0.0 217188267.583146
20110623 0.0 217274667.581193
20110624 0.0 217361067.579311
20110625 0.0 217447467.577502
20110626 0.0 217533867.575773
20110627 0.0 217620267.574117
