Date0 ut0 Date1 ut1 DateMid utMid ctype x y z xo yo zo xi yi zi source
20110502 18.788 20110502 18.851 20110502 18.8195 i 0.18115 -2.0115 0.56515 0.1781 -2.1125 0.5056 0.1842 -1.9105 0.6247 w
20110502 19.865 20110502 20.036 20110502 19.9505 o -0.20865 1.7464 -1.3046501 -0.2491 1.7746 -1.6217 -0.1682 1.7182 -0.9876 w
20110503 6.893 20110503 7.025 20110503 6.959 i 0.1422 -1.7838 0.6838 0.1322 -2.0114 0.5691 0.1522 -1.5562 0.7985 w
20110503 7.882 20110503 8.042 20110503 7.962 o -0.13725 1.72325 -1.07785 -0.1763 1.7709 -1.3866 -0.0982 1.6756 -0.7691 w
20110503 18.984 20110503 19.016 20110503 19.0 i 0.09145 -1.8994 0.6335 0.0875 -1.9531 0.6042 0.0954 -1.8457 0.6628 w
20110503 20.0 20110503 20.078 20110503 20.039 o -0.09805 1.7408 -1.10445 -0.1165 1.7631 -1.2547 -0.0796 1.7185 -0.9542 w
20110504 7.093 20110504 7.113 20110504 7.1029997 i 0.0546 -1.7967 0.68869996 0.0514 -1.831 0.6713 0.0578 -1.7624 0.7061 w
20110504 8.062 20110504 8.099 20110504 8.0805 o -0.041199997 1.7256999 -0.98765004 -0.0497 1.739 -1.0598 -0.0327 1.7124 -0.9155 w
20110504 19.136 20110504 19.201 20110504 19.168499 i 0.00755 -1.8169999 0.6763 -0.0058 -1.9287 0.6185 0.0209 -1.7053 0.7341 w
20110504 20.13 20110504 20.207 20110504 20.168499 o -0.0057 1.735 -1.0495 -0.0227 1.7603 -1.1983 0.0113 1.7097 -0.9007 w
20110505 7.133 20110505 7.2 20110505 7.1665 i -0.07335 -2.05505 0.5416 -0.0895 -2.1585 0.4783 -0.0572 -1.9516 0.6049 w
20110505 8.27 20110505 8.371 20110505 8.3205 o 0.0032000002 1.7729499 -1.3505499 -0.0185 1.79 -1.537 0.0249 1.7559 -1.1641 w
20110505 19.102 20110505 19.284 20110505 19.193 i -0.1486 -2.1747 0.45090002 -0.1983 -2.4397 0.2746 -0.0989 -1.9097 0.6272 w
20110505 20.212 20110505 20.345 20110505 20.2785 o 0.0938 1.6999 -0.91495 0.0673 1.7568 -1.1771 0.1203 1.643 -0.6528 w
20110506 7.27 20110506 7.369 20110506 7.3195 i -0.16964999 -2.01685 0.55799997 -0.2012 -2.17 0.4653 -0.1381 -1.8637 0.6507 w
20110506 8.372 20110506 8.516 20110506 8.444 o 0.0997 1.7579 -1.27405 0.0704 1.7895 -1.5426 0.129 1.7263 -1.0055 w
20110506 19.353 20110506 19.407 20110506 19.380001 i -0.22885 -2.0501 0.53760004 -0.2483 -2.1333 0.4857 -0.2094 -1.9669 0.5895 w
20110506 20.349 20110506 20.465 20110506 20.407001 o 0.1846 1.6824 -0.8568 0.1646 1.7374 -1.0863 0.2046 1.6274 -0.6273 w
20110507 7.339 20110507 7.422 20110507 7.3805 i -0.3353 -2.2483 0.39845002 -0.3663 -2.3625 0.3167 -0.3043 -2.1341 0.4802 w
20110507 8.541 20110507 8.702 20110507 8.6215 o 0.17535001 1.7627 -1.3946 0.1436 1.7899 -1.6878 0.2071 1.7355 -1.1014 w
20110507 19.426 20110507 19.532 20110507 19.479 i -0.36995 -2.1628 0.44990003 -0.414 -2.3122 0.3472 -0.3259 -2.0134 0.5526 w
20110507 20.549 20110507 20.659 20110507 20.604 o 0.25325 1.71715 -1.06425 0.2348 1.7555 -1.2747 0.2717 1.6788 -0.8538 w
20110508 7.546 20110508 7.56 20110508 7.553 i -0.42395002 -2.1511002 0.45555001 -0.4301 -2.1702 0.4423 -0.4178 -2.132 0.4688 w
