Date0 ut0 Date1 ut1 DateMid utMid ctype x y z xo yo zo xi yi zi source
20120830 16.647 20120830 17.121 20120830 16.883999 o -0.70715 -1.94365 -2.7819 -0.6037 -1.8663 -3.3231 -0.8106 -2.021 -2.2407 j
20120830 22.766 20120830 22.806 20120830 22.786 i 1.21685 2.0654001 -0.73485005 1.2347 2.0855 -0.7914 1.199 2.0453 -0.6783 j
20120831 0.68 20120831 1.032 20120831 0.85599995 o -0.79345 -1.94 -2.72935 -0.7165 -1.8897 -3.138 -0.8704 -1.9903 -2.3207 j
20120831 6.869 20120831 6.907 20120831 6.888 i 1.18545 1.91035 -0.449 1.2066 1.9344 -0.5038 1.1643 1.8863 -0.3942 j
20120831 8.831 20120831 8.839 20120831 8.835 o -0.8783 -1.9344001 -2.6964998 -0.8765 -1.9334 -2.7059 -0.8801 -1.9354 -2.6871 j
20120831 14.749 20120831 14.838 20120831 14.7935 i 1.3507 1.97085 -0.72440004 1.3937 2.0131 -0.8503 1.3077 1.9286 -0.5985 j
20120831 16.924 20120831 17.051 20120831 16.9875 o -0.87115 -1.85505 -3.03175 -0.8383 -1.8309 -3.1682 -0.904 -1.8792 -2.8953 j
20120831 22.798 20120831 22.859 20120831 22.828499 i 1.3837 1.8931 -0.63100004 1.4161 1.9237 -0.718 1.3513 1.8625 -0.544 j
20120901 0.981 20120901 1.019 20120901 1.0 o -0.92974997 -1.82265 -3.05605 -0.9196 -1.8156 -3.0966 -0.9399 -1.8297 -3.0155 j
20120901 6.861 20120901 6.905 20120901 6.8830004 i 1.3865 1.7911 -0.48045 1.4131 1.8156 -0.5439 1.3599 1.7666 -0.417 j
20120901 9.028 20120901 9.193 20120901 9.1105 o -0.92875004 -1.7458 -3.27575 -0.8801 -1.7101 -3.4406 -0.9774 -1.7815 -3.1109 j
20120901 14.901 20120901 15.004 20120901 14.952499 i 1.35255 1.66055 -0.28474998 1.4257 1.7266 -0.4343 1.2794 1.5945 -0.1352 j
20120901 16.52 20120901 16.826 20120901 16.673 o -1.1938 -1.80135 -2.25665 -1.1426 -1.8032 -2.6542 -1.245 -1.7995 -1.8591 j
20120901 22.949 20120901 22.962 20120901 22.9555 i 1.4089 1.61745 -0.2819 1.4184 1.6255 -0.3008 1.3994 1.6094 -0.263 j
20120902 1.005 20120902 1.165 20120902 1.085 o -1.06285 -1.6926 -3.2154498 -1.0146 -1.6628 -3.3783 -1.1111 -1.7224 -3.0526 j
20120902 7.019 20120902 7.036 20120902 7.0275 i 1.3484 1.4789 -0.0782 1.363 1.491 -0.1029 1.3338 1.4668 -0.0535 j
20120902 8.939 20120902 8.959 20120902 8.948999 o -1.20045 -1.7012 -2.9259 -1.195 -1.6987 -2.948 -1.2059 -1.7037 -2.9038 j
20120902 15.018 20120902 15.049 20120902 15.0335 i 1.3882 1.4281499 -0.0664 1.4158 1.4495 -0.1114 1.3606 1.4068 -0.0214 j
20120902 17.063 20120902 17.155 20120902 17.109001 o -1.16165 -1.6151 -3.2575 -1.1324 -1.5992 -3.35 -1.1909 -1.631 -3.165 j
20120902 22.925 20120902 22.974 20120902 22.949501 i 1.5769999 1.4836 -0.31620002 1.6147 1.5094 -0.3874 1.5393 1.4578 -0.245 j
20120903 1.268 20120903 1.317 20120903 1.2925 o -1.08985 -1.50915 -3.60295 -1.0721 -1.4987 -3.6469 -1.1076 -1.5196 -3.559 j
20120903 6.928 20120903 6.996 20120903 6.962 i 1.6057501 1.4207499 -0.28544998 1.6603 1.4559 -0.3843 1.5512 1.3856 -0.1866 j
20120903 9.069 20120903 9.077 20120903 9.073 o -1.29125 -1.5503 -3.17635 -1.2887 -1.5492 -3.1846 -1.2938 -1.5514 -3.1681 j
20120903 14.994 20120903 14.998 20120903 14.996 i 1.59745 1.3377 -0.1922 1.6009 1.3398 -0.198 1.594 1.3356 -0.1864 j
20120903 17.387 20120903 17.394 20120903 17.3905 o -1.11385 -1.4 -3.7659998 -1.1111 -1.3985 -3.7719 -1.1166 -1.4015 -3.7601 j
20120903 22.984 20120903 22.99 20120903 22.987 i 1.65765 1.29775 -0.224 1.6629 1.3007 -0.2327 1.6524 1.2948 -0.2153 j
20120904 0.929 20120904 0.986 20120904 0.9575 o -1.4611 -1.4902 -2.9193501 -1.4448 -1.4857 -2.9825 -1.4774 -1.4947 -2.8562 j
20120904 6.925 20120904 7.01 20120904 6.9675 i 1.7309 1.26265 -0.28615 1.8029 1.3 -0.4097 1.6589 1.2253 -0.1626 j
20120904 9.584 20120904 9.585 20120904 9.584499 o -1.04155 -1.25095 -4.06665 -1.0411 -1.2507 -4.0674 -1.042 -1.2512 -4.0659 j
20120904 14.985 20120904 15.073 20120904 15.028999 i 1.6592 1.1547 -0.113 1.7447 1.1977 -0.2409 1.5737 1.1117 0.0149 j
20120904 17.195 20120904 17.354 20120904 17.2745 o -1.3378 -1.3292999 -3.54655 -1.2769 -1.3058 -3.6919 -1.3987 -1.3528 -3.4012 j
20120904 23.036 20120904 23.067 20120904 23.051498 i 1.65535 1.08635 -0.0529 1.6872 1.1014 -0.0979 1.6235 1.0713 -0.0079 j
20120905 0.426 20120905 1.3 20120905 0.863 o -1.5566 -1.2823501 -2.55675 -1.3618 -1.2831 -3.5924 -1.7514 -1.2816 -1.5211 j
20120905 6.961 20120905 6.979 20120905 6.9700003 i 1.84695 1.1034501 -0.2955 1.8627 1.1099 -0.3217 1.8312 1.097 -0.2693 j
20120905 9.425 20120905 9.601 20120905 9.5130005 o -1.22245 -1.1774 -3.94305 -1.1451 -1.1478 -4.0811 -1.2998 -1.207 -3.805 j
20120905 14.926 20120905 14.993 20120905 14.959499 i 1.8986001 1.0548 -0.3313 1.9565 1.0761 -0.4287 1.8407 1.0335 -0.2339 j
20120905 17.701 20120905 17.748 20120905 17.724499 o -1.066 -1.0704501 -4.25255 -1.0436 -1.0618 -4.2844 -1.0884 -1.0791 -4.2207 j
20120905 22.964 20120905 22.969 20120905 22.9665 i 1.9217 0.99625 -0.31645 1.9261 0.9977 -0.3237 1.9173 0.9948 -0.3092 j
20120906 1.071 20120906 1.697 20120906 1.3840001 o -1.38725 -1.12205 -3.67375 -1.1265 -1.0489 -4.2121 -1.648 -1.1952 -3.1354 j
20120906 6.984 20120906 7.004 20120906 6.9940004 i 1.9026 0.92505 -0.24165 1.9214 0.9309 -0.2708 1.8838 0.9192 -0.2125 j
20120906 9.57 20120906 9.749 20120906 9.6595 o -1.1942999 -1.02665 -4.1524 -1.1091 -1.0002 -4.2799 -1.2795 -1.0531 -4.0249 j
20120906 14.972 20120906 14.985 20120906 14.9785 i 1.96065 0.8787 -0.29205 1.9725 0.882 -0.311 1.9488 0.8754 -0.2731 j
20120906 17.533 20120906 17.818 20120906 17.6755 o -1.2091 -0.98665 -4.1659 -1.0718 -0.948 -4.367 -1.3464 -1.0253 -3.9648 j
20120906 22.896 20120906 23.075 20120906 22.9855 i 1.9593 0.81335 -0.2763 2.1268 0.855 -0.5364 1.7918 0.7717 -0.0162 j
20120907 1.377 20120907 1.379 20120907 1.378 o -1.5157499 -1.0157499 -3.707 -1.5149 -1.0156 -3.7087 -1.5166 -1.0159 -3.7053 j
20120907 7.109 20120907 7.13 20120907 7.1195 i 1.7112 0.69495 0.107250005 1.7372 0.7017 0.0771 1.6852 0.6882 0.1374 j
20120907 9.246 20120907 9.271 20120907 9.2585 o -1.6451 -0.98714995 -3.4887 -1.6352 -0.9859 -3.512 -1.655 -0.9884 -3.4654 j
20120907 15.06 20120907 15.133 20120907 15.0965 i 1.7869 0.65925 0.035600003 1.8734 0.6785 -0.0699 1.7004 0.64 0.1411 j
20120907 17.464 20120907 17.465 20120907 17.4645 o -1.4993501 -0.91885 -3.8453999 -1.4989 -0.9188 -3.8462 -1.4998 -0.9189 -3.8446 j
20120907 23.077 20120907 23.089 20120907 23.083 i 1.8432 0.6174 -0.007999999 1.857 0.62 -0.0254 1.8294 0.6148 0.0094 j
20120908 1.499 20120908 1.865 20120908 1.6819999 o -1.31495 -0.84395 -4.1566 -1.1346 -0.8145 -4.4153 -1.4953 -0.8734 -3.8979 j
20120908 6.936 20120908 6.937 20120908 6.9364996 i 2.1533499 0.6074 -0.43945 2.1542 0.6075 -0.4409 2.1525 0.6073 -0.438 j
20120908 9.799 20120908 9.802 20120908 9.8005 o -1.2262499 -0.79405 -4.33115 -1.2247 -0.7938 -4.3331 -1.2278 -0.7943 -4.3292 j
20120908 15.167 20120908 15.184 20120908 15.1755 i 1.64555 0.48255 0.2475 1.6694 0.4863 0.2236 1.6217 0.4788 0.2714 j
20120908 17.195 20120908 17.288 20120908 17.2415 o -1.7656 -0.80079997 -3.4404502 -1.7292 -0.8006 -3.5285 -1.802 -0.801 -3.3524 j
20120908 22.991 20120908 22.998 20120908 22.9945 i 2.0844 0.4838 -0.28045 2.0911 0.4843 -0.2907 2.0777 0.4833 -0.2702 j
20120909 1.53 20120909 1.537 20120909 1.5335 o -1.53685 -0.748 -3.9432 -1.5336 -0.7478 -3.9487 -1.5401 -0.7482 -3.9377 j
20120909 7.032 20120909 7.141 20120909 7.0865 i 1.89825 0.4143 -0.017699994 2.0251 0.4243 -0.1758 1.7714 0.4043 0.1404 j
20120909 9.644 20120909 9.708 20120909 9.676001 o -1.4207001 -0.70145 -4.1531 -1.3889 -0.6998 -4.1987 -1.4525 -0.7031 -4.1075 j
20120909 15.174 20120909 15.191 20120909 15.1825 i 1.67225 0.34969997 0.2537 1.6964 0.3516 0.2298 1.6481 0.3478 0.2776 j
20120909 17.473 20120909 17.753 20120909 17.612999 o -1.4993 -0.6638 -4.0489 -1.3637 -0.6617 -4.2578 -1.6349 -0.6659 -3.84 j
20120909 23.126 20120909 23.13 20120909 23.127998 i 1.83145 0.3129 0.09395 1.8365 0.3131 0.0882 1.8264 0.3127 0.0997 j
20120910 1.451 20120910 1.467 20120910 1.459 o -1.6667 -0.6229 -3.8137999 -1.6595 -0.6232 -3.827 -1.6739 -0.6226 -3.8006 j
20120910 7.003 20120910 7.037 20120910 7.02 i 2.0848 0.26465 -0.22459999 2.1187 0.2639 -0.2742 2.0509 0.2654 -0.175 j
20120910 9.703 20120910 9.716 20120910 9.709499 o -1.4453 -0.58984995 -4.1929 -1.4388 -0.59 -4.202 -1.4518 -0.5897 -4.1838 j
20120910 15.003 20120910 15.085 20120910 15.044001 i 2.0416 0.2132 -0.15905 2.1275 0.2098 -0.2787 1.9557 0.2166 -0.0394 j
20120910 17.663 20120910 17.82 20120910 17.7415 o -1.4289501 -0.55394995 -4.23155 -1.3493 -0.5573 -4.3389 -1.5086 -0.5506 -4.1242 j
20120910 23.087 20120910 23.153 20120910 23.119999 i 1.8780501 0.17085001 0.057350002 1.9593 0.1674 -0.038 1.7968 0.1743 0.1527 j
20120911 1.803 20120911 1.95 20120911 1.8765 o -1.30545 -0.52615 -4.40555 -1.2278 -0.53 -4.4966 -1.3831 -0.5223 -4.3145 j
20120911 6.899 20120911 6.963 20120911 6.9309998 i 2.2642498 0.0877 -0.49650002 2.3156 0.081 -0.5891 2.2129 0.0944 -0.4039 j
20120911 9.174 20120911 9.965 20120911 9.5695 o -1.5929 -0.4547 -3.89695 -1.2271 -0.5004 -4.5119 -1.9587 -0.409 -3.282 j
20120911 14.969 20120911 15.025 20120911 14.997 i 2.1546998 0.04775 -0.30915 2.2066 0.0409 -0.3908 2.1028 0.0546 -0.2275 j
20120911 17.033 20120911 17.766 20120911 17.399502 o -1.7552 -0.39085 -3.62285 -1.45 -0.4489 -4.2606 -2.0604 -0.3328 -2.9851 j
20120911 23.028 20120911 23.049 20120911 23.0385 i 2.079 0.00685 -0.19225 2.1002 0.0038 -0.2229 2.0578 0.0099 -0.1616 j
20120912 1.703 20120912 1.983 20120912 1.8429999 o -1.3809 -0.42305 -4.3499002 -1.2359 -0.4418 -4.5286 -1.5259 -0.4043 -4.1712 j
20120912 7.026 20120912 7.051 20120912 7.0385 i 2.0812001 -0.043849997 -0.19639999 2.1063 -0.0481 -0.2329 2.0561 -0.0396 -0.1599 j
20120912 10.168 20120912 10.19 20120912 10.179 o -1.0336 -0.43915 -4.7337503 -1.0213 -0.4406 -4.7444 -1.0459 -0.4377 -4.7231 j
20120912 15.021 20120912 15.056 20120912 15.0385 i 2.08185 -0.0941 -0.20055 2.1167 -0.1009 -0.2517 2.047 -0.0873 -0.1494 j
20120912 18.178 20120912 18.338 20120912 18.258 o -0.95715 -0.42635 -4.8034 -0.8668 -0.4386 -4.8757 -1.0475 -0.4141 -4.7311 j
20120912 22.872 20120912 23.013 20120912 22.942501 i 2.2431002 -0.1833 -0.4831 2.355 -0.2117 -0.6871 2.1312 -0.1549 -0.2791 j
20120913 1.779 20120913 2.319 20120913 2.049 o -1.19205 -0.36185002 -4.56355 -0.9012 -0.4142 -4.8582 -1.4829 -0.3095 -4.2689 j
20120913 7.0 20120913 7.016 20120913 7.008 i 2.1384 -0.20775 -0.29775 2.153 -0.2115 -0.3211 2.1238 -0.204 -0.2744 j
20120913 9.839 20120913 10.259 20120913 10.049 o -1.20635 -0.33464998 -4.57475 -0.9809 -0.3807 -4.804 -1.4318 -0.2886 -4.3455 j
20120913 15.008 20120913 15.04 20120913 15.024 i 2.10535 -0.24974999 -0.25495 2.1354 -0.258 -0.3017 2.0753 -0.2415 -0.2082 j
20120913 18.049 20120913 18.084 20120913 18.0665 o -1.2030001 -0.3119 -4.61165 -1.1842 -0.3162 -4.6305 -1.2218 -0.3076 -4.5928 j
20120913 22.942 20120913 22.974 20120913 22.958 i 2.21505 -0.33435 -0.45125002 2.2405 -0.3427 -0.4977 2.1896 -0.326 -0.4048 j
20120914 2.239 20120914 2.303 20120914 2.271 o -0.98924994 -0.33765 -4.8113003 -0.9537 -0.3459 -4.84 -1.0248 -0.3294 -4.7826 j
20120914 7.208 20120914 7.282 20120914 7.245 i 1.5645001 -0.1952 0.3703 1.6763 -0.2239 0.2694 1.4527 -0.1665 0.4712 j
20120914 9.836 20120914 9.931 20120914 9.8835 o -1.41055 -0.20185 -4.3945 -1.3626 -0.2161 -4.4538 -1.4585 -0.1876 -4.3352 j
20120914 14.897 20120914 15.283 20120914 15.09 i 1.86965 -0.33495 -0.082350016 2.29 -0.4705 -0.6352 1.4493 -0.1994 0.4705 j
20120914 17.409 20120914 17.625 20120914 17.517 o -1.7566 -0.04955 -3.86345 -1.6646 -0.0853 -4.0382 -1.8486 -0.0138 -3.6887 j
20120914 23.122 20120914 23.138 20120914 23.130001 i 1.86695 -0.3653 0.0388 1.8853 -0.3716 0.0156 1.8486 -0.359 0.062 j
20120915 1.964 20120915 2.09 20120915 2.027 o -1.2771499 -0.18689999 -4.5595503 -1.2119 -0.2084 -4.6299 -1.3424 -0.1654 -4.4892 j
20120915 6.975 20120915 7.082 20120915 7.0284996 i 2.06095 -0.48495 -0.2611 2.1573 -0.5237 -0.4174 1.9646 -0.4462 -0.1048 j
20120915 10.093 20120915 10.144 20120915 10.1185 o -1.1888 -0.19145 -4.6577997 -1.162 -0.2007 -4.6842 -1.2156 -0.1822 -4.6314 j
20120915 15.1 20120915 15.13 20120915 15.115 i 1.8871 -0.46225 -0.01235 1.9197 -0.4752 -0.056 1.8545 -0.4493 0.0313 j
20120915 17.748 20120915 18.021 20120915 17.884499 o -1.4289501 -0.07435 -4.3800497 -1.2958 -0.1274 -4.5511 -1.5621 -0.0213 -4.209 j
20120915 23.042 20120915 23.075 20120915 23.0585 i 1.99265 -0.55340004 -0.181 2.0237 -0.5672 -0.2293 1.9616 -0.5396 -0.1327 j
20120916 1.296 20120916 2.156 20120916 1.726 o -1.5472 0.020950004 -4.08365 -1.1623 -0.1537 -4.6932 -1.9321 0.1956 -3.4741 j
20120916 7.044 20120916 7.047 20120916 7.0455 i 2.0067 -0.6086 -0.2228 2.0094 -0.6099 -0.2272 2.004 -0.6073 -0.2184 j
20120916 10.005 20120916 10.253 20120916 10.129 o -1.1939 -0.11645 -4.6573 -1.0668 -0.1696 -4.7852 -1.321 -0.0633 -4.5294 j
20120916 15.015 20120916 15.05 20120916 15.0325 i 2.01725 -0.66359997 -0.2645 2.0474 -0.6789 -0.3157 1.9871 -0.6483 -0.2133 j
20120916 18.153 20120916 18.178 20120916 18.1655 o -1.1632 -0.1069 -4.6996 -1.1504 -0.1125 -4.7121 -1.176 -0.1013 -4.6871 j
20120916 23.048 20120916 23.061 20120916 23.0545 i 1.96675 -0.68694997 -0.20375 1.9784 -0.6931 -0.2228 1.9551 -0.6808 -0.1847 j
20120917 1.734 20120917 2.121 20120917 1.9275 o -1.3961 0.0304 -4.4168997 -1.2126 -0.0607 -4.6527 -1.5796 0.1215 -4.1811 j
20120917 7.093 20120917 7.128 20120917 7.1105 i 1.8474 -0.67155004 -0.04365 1.8827 -0.6903 -0.0947 1.8121 -0.6528 0.0074 j
20120917 10.019 20120917 10.141 20120917 10.08 o -1.25615 -0.01435 -4.60605 -1.1962 -0.0444 -4.6718 -1.3161 0.0157 -4.5403 j
20120917 15.06 20120917 15.063 20120917 15.061501 i 1.92775 -0.76365 -0.1905 1.9304 -0.7652 -0.1949 1.9251 -0.7621 -0.1861 j
20120917 17.705 20120917 17.897 20120917 17.800999 o -1.5172501 0.1547 -4.26455 -1.4322 0.1061 -4.3933 -1.6023 0.2033 -4.1358 j
20120917 23.148 20120917 23.164 20120917 23.156 i 1.7286 -0.69585 0.081750005 1.746 -0.7058 0.0586 1.7112 -0.6859 0.1049 j
20120918 1.631 20120918 1.686 20120918 1.6585 o -1.6383 0.2611 -4.0655003 -1.6158 0.2469 -4.1063 -1.6608 0.2753 -4.0247 j
20120918 7.252 20120918 7.284 20120918 7.2679996 i 1.4413 -0.57420003 0.39415 1.4857 -0.5989 0.3507 1.3969 -0.5495 0.4376 j
20120918 9.8 20120918 9.832 20120918 9.816 o -1.5026 0.2106 -4.2851496 -1.4887 0.2019 -4.3064 -1.5165 0.2193 -4.2639 j
20120918 15.202 20120918 15.266 20120918 15.233999 i 1.5195 -0.65685 0.29655 1.6006 -0.7052 0.2072 1.4384 -0.6085 0.3859 j
20120918 17.795 20120918 17.839 20120918 17.817001 o -1.4992499 0.2413 -4.2845497 -1.4804 0.229 -4.3138 -1.5181 0.2536 -4.2553 j
20120918 23.004 20120918 23.103 20120918 23.053501 i 1.8738999 -0.9297 -0.22775 1.9546 -0.9863 -0.3727 1.7932 -0.8731 -0.0828 j
20120919 2.146 20120919 2.168 20120919 2.157 o -1.1911 0.07305 -4.6809 -1.1807 0.0665 -4.6921 -1.2015 0.0796 -4.6697 j
20120919 7.09 20120919 7.091 20120919 7.0905 i 1.79935 -0.9259 -0.12275 1.8002 -0.9265 -0.1242 1.7985 -0.9253 -0.1213 j
20120919 10.511 20120919 10.722 20120919 10.6165 o -0.74319994 -0.1833 -5.05245 -0.6367 -0.2476 -5.1191 -0.8497 -0.119 -4.9858 j
20120919 15.047 20120919 15.048 20120919 15.047501 i 1.8524001 -1.0158 -0.25215 1.8532 -1.0164 -0.2536 1.8516 -1.0152 -0.2507 j
20120919 17.69 20120919 17.691 20120919 17.6905 o -1.5891 0.40995002 -4.103 -1.5887 0.4097 -4.1037 -1.5895 0.4102 -4.1023 j
20120919 23.095 20120919 23.115 20120919 23.105 i 1.7393 -0.97940004 -0.086899996 1.7568 -0.9929 -0.1162 1.7218 -0.9659 -0.0576 j
20120920 2.077 20120920 2.089 20120920 2.083 o -1.2576001 0.19435 -4.599 -1.2523 0.1905 -4.6055 -1.2629 0.1982 -4.5925 j
20120920 7.001 20120920 7.152 20120920 7.0765 i 1.7576001 -1.0462 -0.17385 1.8792 -1.1455 -0.3948 1.636 -0.9469 0.0471 j
20120920 9.305 20120920 10.893 20120920 10.099 o -1.1579499 0.19189999 -4.3287497 -0.4879 -0.3197 -5.1997 -1.828 0.7035 -3.4578 j
20120920 15.278 20120920 15.312 20120920 15.295 i 1.296 -0.72905004 0.44605 1.341 -0.7627 0.4007 1.251 -0.6954 0.4914 j
20120920 17.03 20120920 17.569 20120920 17.2995 o -1.79435 0.73284996 -3.4026499 -1.6538 0.5821 -3.9123 -1.9349 0.8836 -2.893 j
20120920 23.147 20120920 23.274 20120920 23.210499 i 1.4745 -0.90915 0.20665 1.6107 -1.0202 0.0263 1.3383 -0.7981 0.387 j
20120921 0.496 20120921 3.932 20120921 2.214 o -0.69485 0.050900012 -3.3681 0.5165 -0.9832 -5.2323 -1.9062 1.085 -1.5039 j
20120921 7.244 20120921 7.297 20120921 7.2705 i 1.3316 -0.83115005 0.37375 1.3957 -0.8838 0.3012 1.2675 -0.7785 0.4463 j
20120921 9.411 20120921 9.594 20120921 9.502501 o -1.67395 0.68895 -3.79595 -1.6171 0.6309 -3.9479 -1.7308 0.747 -3.644 j
20120921 14.928 20120921 15.043 20120921 14.9855 i 1.8029001 -1.3058 -0.4522 1.8703 -1.3747 -0.6197 1.7355 -1.2369 -0.2847 j
20120921 17.46 20120921 18.694 20120921 18.077 o -1.1977999 0.31015 -4.4126997 -0.706 -0.1296 -5.0985 -1.6896 0.7499 -3.7269 j
20120921 21.496 20120921 22.066 20120921 21.781 i 1.8923 -1.7846501 -3.2744 1.7593 -1.7522 -3.7851 2.0253 -1.8171 -2.7637 j
20120922 1.6 20120922 2.217 20120922 1.9085 o -1.36 0.4675 -4.3414 -1.1287 0.2452 -4.7293 -1.5913 0.6898 -3.9535 j
20120922 6.345 20120922 6.432 20120922 6.3885 i 2.0381 -1.79895 -2.05145 2.0383 -1.8125 -2.1548 2.0379 -1.7854 -1.9481 j
20120922 10.42 20120922 10.679 20120922 10.5494995 o -0.84165 0.01145 -4.99835 -0.728 -0.0887 -5.0884 -0.9553 0.1116 -4.9083 j
20120922 14.813 20120922 14.838 20120922 14.8255005 i 1.8736 -1.5841 -0.92069995 1.8821 -1.5955 -0.9558 1.8651 -1.5727 -0.8856 j
20120922 19.037 20120922 22.089 20120922 20.563 o 0.7568 -1.1405 -3.9867 1.924 -1.9258 -2.7238 -0.4104 -0.3552 -5.2496 j
20120922 23.032 20120922 23.15 20120922 23.091 i 1.5722001 -1.2914 -0.15619999 1.6555 -1.3835 -0.3293 1.4889 -1.1993 0.0169 j
20120923 1.95 20120923 2.505 20120923 2.2275 o -1.10235 0.30115 -4.7026 -0.8833 0.0814 -4.9718 -1.3214 0.5209 -4.4334 j
20120923 7.017 20120923 7.054 20120923 7.0355 i 1.62595 -1.40955 -0.32205 1.6479 -1.4358 -0.3763 1.604 -1.3833 -0.2678 j
20120923 9.349 20120923 9.57 20120923 9.459499 o -1.6163499 0.90805 -3.7094998 -1.5589 0.8323 -3.899 -1.6738 0.9838 -3.52 j
20120923 15.194 20120923 15.251 20120923 15.2225 i 1.3204 -1.11495 0.21985 1.3738 -1.1738 0.1387 1.267 -1.0561 0.301 j
20120923 17.762 20120923 17.878 20120923 17.82 o -1.39185 0.67359996 -4.2625 -1.3539 0.6286 -4.3404 -1.4298 0.7186 -4.1846 j
20120923 22.721 20120923 22.933 20120923 22.827 i 1.74105 -1.7075 -0.9239 1.8059 -1.8092 -1.221 1.6762 -1.6058 -0.6268 j
20120924 3.683 20120924 3.944 20120924 3.8135 o 0.2257 -0.95019996 -5.26605 0.3379 -1.0514 -5.2331 0.1135 -0.849 -5.299 j
20120924 7.19 20120924 7.232 20120924 7.211 i 1.3032 -1.1907 0.18165 1.3397 -1.2343 0.1214 1.2667 -1.1471 0.2419 j
20120924 9.736 20120924 9.989 20120924 9.8625 o -1.3405 0.69114995 -4.30975 -1.2599 0.5893 -4.4748 -1.4211 0.793 -4.1447 j
20120924 15.041 20120924 15.133 20120924 15.087 i 1.4604499 -1.44485 -0.18275 1.5171 -1.5209 -0.3179 1.4038 -1.3688 -0.0476 j
20120924 17.529 20120924 18.364 20120924 17.946499 o -1.2535 0.63555 -4.3404503 -0.9868 0.2923 -4.8554 -1.5202 0.9788 -3.8255 j
20120924 22.884 20120924 22.989 20120924 22.9365 i 1.58255 -1.6889501 -0.62465 1.6236 -1.7537 -0.7762 1.5415 -1.6242 -0.4731 j
20120925 1.402 20120925 2.373 20120925 1.8874999 o -1.2689 0.70159996 -4.2342 -0.9764 0.3035 -4.8622 -1.5614 1.0997 -3.6062 j
20120925 7.052 20120925 7.087 20120925 7.0695 i 1.43245 -1.5309 -0.2399 1.4519 -1.5594 -0.2914 1.413 -1.5024 -0.1884 j
20120925 10.278 20120925 10.78 20120925 10.528999 o -0.85495 0.1806 -4.95795 -0.6709 -0.046 -5.1392 -1.039 0.4072 -4.7767 j
20120925 14.88 20120925 15.094 20120925 14.9869995 i 1.4711499 -1.6664 -0.48194999 1.5633 -1.8163 -0.7933 1.379 -1.5165 -0.1706 j
20120925 18.182 20120925 18.322 20120925 18.251999 o -1.05 0.4503 -4.7490997 -1.003 0.3873 -4.8159 -1.097 0.5133 -4.6823 j
20120925 22.906 20120925 22.941 20120925 22.9235 i 1.50355 -1.7929 -0.6714 1.5154 -1.8144 -0.7218 1.4917 -1.7714 -0.621 j
20120926 1.743 20120926 2.157 20120926 1.95 o -1.2260001 0.73685 -4.4014 -1.105 0.5565 -4.6556 -1.347 0.9172 -4.1472 j
20120926 6.929 20120926 7.045 20120926 6.987 i 1.4224999 -1.73115 -0.48935002 1.4689 -1.8134 -0.6584 1.3761 -1.6489 -0.3203 j
20120926 9.779 20120926 10.178 20120926 9.9785 o -1.1982 0.7348 -4.43635 -1.0832 0.5581 -4.6762 -1.3132 0.9115 -4.1965 j
20120926 14.906 20120926 14.922 20120926 14.914 i 1.4467 -1.85815 -0.7042 1.4516 -1.8679 -0.7272 1.4418 -1.8484 -0.6812 j
20120926 17.6 20120926 18.012 20120926 17.806 o -1.2777 0.90760005 -4.21165 -1.1723 0.7302 -4.4934 -1.3831 1.085 -3.9299 j
20120926 22.988 20120926 23.1 20120926 23.044 i 1.31585 -1.6945 -0.3281 1.3654 -1.7853 -0.4925 1.2663 -1.6037 -0.1637 j
20120927 2.093 20120927 2.291 20120927 2.192 o -1.0559499 0.58465 -4.6842003 -0.9971 0.4919 -4.7842 -1.1148 0.6774 -4.5842 j
20120927 6.873 20120927 6.919 20120927 6.896 i 1.3914 -1.9301 -0.7608 1.4036 -1.9575 -0.8265 1.3792 -1.9027 -0.6951 j
20120927 10.115 20120927 10.238 20120927 10.1765 o -1.05615 0.6192 -4.6702003 -1.0208 0.5611 -4.7332 -1.0915 0.6773 -4.6072 j
20120927 14.899 20120927 14.995 20120927 14.9470005 i 1.3280001 -1.8873 -0.61605 1.3571 -1.9516 -0.7549 1.2989 -1.823 -0.4772 j
20120927 17.973 20120927 18.103 20120927 18.038 o -1.12145 0.76945 -4.51845 -1.0871 0.7087 -4.5932 -1.1558 0.8302 -4.4437 j
20120927 22.747 20120927 23.129 20120927 22.938 i 1.26755 -1.8733001 -0.63415 1.3797 -2.1312 -1.1825 1.1554 -1.6154 -0.0858 j
20120928 1.582 20120928 2.163 20120928 1.8725001 o -1.17915 0.93435 -4.27585 -1.0437 0.6711 -4.6561 -1.3146 1.1976 -3.8956 j
20120928 6.91 20120928 7.092 20120928 7.001 i 1.22365 -1.8459 -0.46269998 1.2847 -1.9848 -0.7283 1.1626 -1.707 -0.1971 j
20120928 9.359 20120928 10.034 20120928 9.696501 o -1.23205 1.10595 -4.0125 -1.0984 0.8142 -4.5138 -1.3657 1.3977 -3.5112 j
20120928 14.97 20120928 15.101 20120928 15.0355 i 1.1730499 -1.81885 -0.36514997 1.2199 -1.9268 -0.5573 1.1262 -1.7109 -0.173 j
20120928 17.464 20120928 17.894 20120928 17.679 o -1.2312 1.1535001 -4.0195 -1.1497 0.9664 -4.342 -1.3127 1.3406 -3.697 j
