Date x y z r
20090413 0.2990595 0.07479452 0.015494867 0.30865985
20090414 0.2905754 0.10757536 0.014428293 0.31018496
20090415 0.27921373 0.13929191 0.013218815 0.3123096
20090416 0.2651426 0.1696582 0.0118810395 0.31500104
20090417 0.24856351 0.19842145 0.010430851 0.31821957
20090418 0.22970343 0.22536595 0.008884903 0.3219199
20090419 0.2088068 0.2503148 0.007260137 0.3260529
20090420 0.18612792 0.27312997 0.0055733523 0.33056718
20090421 0.16192412 0.29371068 0.003840847 0.33541042
20090422 0.13644993 0.3119908 0.00207814 0.3405307
20090423 0.10995233 0.3279353 0.0002997669 0.3458774
20090424 0.082667306 0.34153667 -0.0014808491 0.351402
20090425 0.05481729 0.35281065 -0.0032514676 0.3570586
20090426 0.026609618 0.3617926 -0.00500105 0.36280432
20090427 -0.0017642764 0.36853388 -0.00671974 0.36859936
20090428 -0.030129071 0.37309846 -0.008398815 0.37440723
20090429 -0.058325276 0.3755602 -0.010030623 0.38019457
20090430 -0.08620864 0.37600026 -0.011608497 0.3859312
20090501 -0.11364936 0.37450504 -0.013126684 0.39158973
20090502 -0.14053108 0.37116453 -0.014580247 0.3971457
20090503 -0.1667499 0.3660708 -0.01596499 0.40257698
20090504 -0.19221334 0.35931686 -0.017277379 0.40786403
20090505 -0.2168393 0.3509958 -0.01851446 0.41298926
20090506 -0.24055506 0.34120023 -0.019673806 0.41793707
20090507 -0.26329643 0.33002156 -0.02075344 0.42269367
20090508 -0.28500676 0.31754968 -0.021751791 0.42724675
20090509 -0.30563623 0.30387282 -0.02266764 0.4315855
20090510 -0.3251412 0.2890773 -0.023500077 0.4357003
20090511 -0.34348336 0.27324745 -0.02424846 0.43958274
20090512 -0.36062935 0.25646555 -0.02491239 0.44322538
20090513 -0.3765501 0.23881191 -0.025491675 0.4466217
20090514 -0.39122048 0.22036493 -0.025986305 0.44976598
20090515 -0.40461874 0.20120111 -0.026396431 0.4526533
20090516 -0.41672635 0.18139525 -0.026722351 0.45527923
20090517 -0.42752752 0.16102049 -0.026964493 0.4576401
20090518 -0.437009 0.14014849 -0.027123397 0.45973268
20090519 -0.44515982 0.118849605 -0.02719971 0.46155426
20090520 -0.45197117 0.09719297 -0.027194176 0.46310252
20090521 -0.4574361 0.07524669 -0.02710763 0.46437562
20090522 -0.46154955 0.053078007 -0.026940988 0.465372
20090523 -0.46430805 0.030753441 -0.026695259 0.46609053
20090524 -0.4657098 0.008338965 -0.026371522 0.4665304
20090525 -0.46575457 -0.014099835 -0.02597094 0.46669114
20090526 -0.4644436 -0.0364976 -0.025494762 0.46657252
20090527 -0.46177968 -0.05878903 -0.024944315 0.46617472
20090528 -0.45776716 -0.08090874 -0.024321018 0.46549815
20090529 -0.45241192 -0.10279106 -0.023626382 0.46454358
20090530 -0.44572145 -0.12436995 -0.022862017 0.46331215
20090531 -0.43770498 -0.14557874 -0.022029638 0.46180528
20090601 -0.42837363 -0.1663501 -0.021131083 0.46002483
20090602 -0.41774043 -0.18661574 -0.02016831 0.45797297
20090603 -0.40582055 -0.20630641 -0.01914342 0.45565242
20090604 -0.39263156 -0.2253517 -0.018058663 0.4530663
20090605 -0.3781936 -0.24367988 -0.016916463 0.45021823
20090606 -0.3625296 -0.2612178 -0.015719429 0.44711247
20090607 -0.34566575 -0.27789086 -0.014470371 0.4437539
20090608 -0.3276317 -0.29362276 -0.013172333 0.44014814
20090609 -0.30846113 -0.30833563 -0.011828607 0.43630156
20090610 -0.288192 -0.32194984 -0.010442762 0.43222144
20090611 -0.26686722 -0.33438408 -0.009018675 0.42791608
20090612 -0.24453518 -0.34555548 -0.00756056 0.42339486
20090613 -0.22125037 -0.3553796 -0.006073002 0.41866845
20090614 -0.19707407 -0.36377072 -0.0045609926 0.41374886
20090615 -0.17207518 -0.37064207 -0.0030299677 0.4086497
20090616 -0.14633094 -0.3759063 -0.0014858472 0.4033863
20090617 -0.119927905 -0.379476 6.492553e-05 0.3979758
20090618 -0.092962824 -0.38126448 0.0016153443 0.39243764
20090619 -0.065543614 -0.38118654 0.0031578026 0.38679338
20090620 -0.037790358 -0.3791598 0.0046840594 0.3810672
20090621 -0.0098361885 -0.37510604 0.0061852126 0.37528595
20090622 0.018171823 -0.368953 0.007651683 0.36947948
20090623 0.04607196 -0.36063638 0.00907321 0.36368057
20090624 0.07368741 -0.35010242 0.010438872 0.3579253
20090625 0.10082609 -0.33731058 0.011737125 0.35225287
20090626 0.12728103 -0.32223687 0.0129558835 0.3467058
20090627 0.15283121 -0.3048772 0.014082632 0.3413295
20090628 0.17724338 -0.2852513 0.015104588 0.33617207
20090629 0.20027456 -0.26340628 0.01600892 0.33128396
20090630 0.22167566 -0.23942041 0.016783006 0.32671687
20090701 0.24119632 -0.21340623 0.017414773 0.32252312
20090702 0.25859058 -0.18551303 0.017893052 0.31875435
20090703 0.27362382 -0.15592806 0.018207999 0.31546012
20090704 0.2860802 -0.12487637 0.018351503 0.31268638
20090705 0.29577056 -0.092618704 0.018317595 0.3104738
20090706 0.30254003 -0.059447452 0.018102814 0.30885625
20090707 0.30627492 -0.025680656 0.017706467 0.3078593
20090708 0.306908 0.008345842 0.017130803 0.30749902
20090709 0.30442205 0.0422875 0.016381042 0.30778134
20090710 0.2988507 0.07580091 0.01546525 0.3087016
20090711 0.29027718 0.10855356 0.014394088 0.31024492
20090712 0.27883074 0.14023288 0.013180442 0.31238687
20090713 0.26468053 0.1705538 0.011838964 0.3150945
20090714 0.24802895 0.19926468 0.01038557 0.31832787
20090715 0.2291036 0.22615092 0.008836929 0.32204157
20090716 0.20814928 0.25103682 0.007209983 0.32618645
20090717 0.18542051 0.2737855 0.0055215214 0.33071098
20090718 0.1611746 0.29429725 0.0037878219 0.3355629
20090719 0.13566585 0.31250694 0.002024376 0.34069034
20090720 0.10914101 0.3283805 0.0002456885 0.34604272
20090721 0.08183565 0.34191102 -0.0015348531 0.3515716
20090722 0.05397178 0.353115 -0.0033050443 0.35723114
20090723 0.025756257 0.3620283 -0.005053882 0.36297855
20090724 -0.0026199736 0.36870268 -0.006771545 0.36877415
20090725 -0.030982066 0.37320244 -0.008449344 0.37458158
20090726 -0.059171002 0.3756017 -0.010079656 0.38036752
20090727 -0.08704298 0.37598184 -0.011655847 0.3861019
20090728 -0.1144686 0.37442937 -0.013172184 0.39175746
20090729 -0.1413319 0.37103432 -0.0146237565 0.39730975
20090730 -0.16752934 0.36588883 -0.01600639 0.40273678
20090731 -0.19296879 0.35908592 -0.017316565 0.408019
20090801 -0.2175684 0.35071874 -0.018551352 0.41313896
20090802 -0.24125575 0.34087977 -0.01970833 0.41808107
20090803 -0.26396686 0.32966042 -0.020785538 0.42283157
20090804 -0.2856453 0.31715056 -0.02178142 0.42737824
20090805 -0.3062415 0.30343837 -0.022694763 0.43171027
20090806 -0.3257119 0.28861007 -0.023524664 0.4358181
20090807 -0.34401843 0.27274993 -0.024270494 0.43969336
20090808 -0.3611278 0.2559402 -0.024931857 0.44332862
20090809 -0.3770111 0.23826115 -0.025508568 0.44671738
20090810 -0.39164326 0.21979107 -0.02600062 0.449854
20090811 -0.40500274 0.20060647 -0.026408177 0.45273343
20090812 -0.41707098 0.18078203 -0.026731532 0.4553514
20090813 -0.42783234 0.16039091 -0.026971122 0.45770425
20090814 -0.4372736 0.13950472 -0.027127488 0.4597887
20090815 -0.44538388 0.118193746 -0.02720128 0.46160206
20090816 -0.45215443 0.09652711 -0.027193246 0.46314207
20090817 -0.4575784 0.07457289 -0.027104225 0.46440685
20090818 -0.46165067 0.052398305 -0.026935138 0.4653949
20090819 -0.4643679 0.030069862 -0.026686989 0.46610507
20090820 -0.46572834 0.007653517 -0.026360864 0.46653658
20090821 -0.4657318 -0.014785148 -0.02595793 0.4666889
20090822 -0.46437958 -0.037180778 -0.025479438 0.46656188
20090823 -0.4616745 -0.059468072 -0.024926718 0.4661557
20090824 -0.45762095 -0.08158163 -0.02430119 0.46547076
20090825 -0.45222482 -0.1034558 -0.02360437 0.46450788
20090826 -0.44549376 -0.12502447 -0.022837872 0.46326813
20090827 -0.437437 -0.14622101 -0.022003412 0.46175304
20090828 -0.4280657 -0.166978 -0.021102834 0.45996436
20090829 -0.41739294 -0.18722719 -0.0201381 0.4579044
20090830 -0.40543404 -0.20689927 -0.019111315 0.4555758
20090831 -0.39220658 -0.22592376 -0.018024735 0.4529817
20090901 -0.37773076 -0.24422891 -0.016880788 0.4501258
20090902 -0.36202967 -0.26174155 -0.01568209 0.44701236
20090903 -0.34512958 -0.27838698 -0.014431461 0.44364628
20090904 -0.32706028 -0.2940889 -0.013131946 0.44003314
20090905 -0.30785552 -0.30876935 -0.01178685 0.4361794
20090906 -0.28755343 -0.32234868 -0.0103997495 0.43209234
20090907 -0.2661971 -0.33474553 -0.008974533 0.4277803
20090908 -0.24383503 -0.34587696 -0.007515422 0.42325273
20090909 -0.22052199 -0.35565847 -0.006027016 0.41852027
20090910 -0.19631946 -0.36400434 -0.004514319 0.41359505
20090911 -0.17129657 -0.37082776 -0.0029827813 0.4084907
20090912 -0.14553083 -0.37604138 -0.0014383383 0.40322253
20090913 -0.11910912 -0.37955782 0.0001125501 0.3978079
20090914 -0.09212848 -0.38129038 0.00166286 0.39226618
20090915 -0.06469721 -0.38115394 0.0032049657 0.3866191
20090916 -0.03693577 -0.37906623 0.0047306065 0.38089085
20090917 -0.008977711 -0.37494922 0.0062308596 0.37510842
20090918 0.019029453 -0.36873078 0.0076961243 0.3693017
20090919 0.046923555 -0.360347 0.009116121 0.36350363
20090920 0.07452731 -0.3497444 0.010479905 0.35775033
20090921 0.101648174 -0.33688292 0.011775917 0.35208115
20090922 0.12807871 -0.32173914 0.012992057 0.34653863
20090923 0.15359755 -0.30430967 0.014115796 0.34116834
20090924 0.17797104 -0.28461495 0.0151343485 0.33601847
20090925 0.20095597 -0.26270306 0.016034883 0.33113945
20090926 0.22230318 -0.23865324 0.016804792 0.32658303
20090927 0.24176231 -0.21257915 0.017432021 0.32240158
20090928 0.25908765 -0.1846312 0.01790544 0.31864667
20090929 0.27404505 -0.15499783 0.018215246 0.31536773
20090930 0.28641936 -0.12390521 0.018353391 0.31261063
20091001 0.2960224 -0.091615126 0.018313982 0.31041583
20091002 0.3027004 -0.058420863 0.01809363 0.30881697
20091003 0.30634108 -0.024641119 0.017691737 0.3078393
20091004 0.3068787 0.009387858 0.017110642 0.30749866
20091005 0.3042975 0.04332142 0.016355654 0.30780062
20091006 0.29863277 0.07681634 0.015434921 0.3087402
20091007 0.28996924 0.109540604 0.014359182 0.31030226
20091008 0.27843732 0.14118236 0.013141382 0.312462
20091009 0.26420742 0.17145754 0.011796219 0.3151863
20091010 0.2474828 0.20011552 0.01033964 0.31843504
20091011 0.22849168 0.22694293 0.0087883305 0.32216266
20091012 0.2074793 0.25176525 0.0071592326 0.32631984
20091013 0.18470031 0.27444676 0.0054691257 0.33085516
20091014 0.16041201 0.29488888 0.0037342669 0.33571625
20091015 0.13486858 0.31302744 0.0019701205 0.34085128
20091016 0.10831644 0.32882926 0.00019115821 0.3462097
20091017 0.08099078 0.34228826 -0.0015892672 0.35174322
20091018 0.053113166 0.35342154 -0.003358988 0.35740605
20091019 0.024889983 0.36226553 -0.0051070377 0.36315548
20091020 -0.0034883218 0.36887237 -0.00682363 0.36895198
20091021 -0.031847395 0.37330678 -0.00850011 0.3747592
20091022 -0.06002869 0.37564304 -0.0101288855 0.380544
20091023 -0.08788886 0.3759628 -0.011703351 0.38627636
20091024 -0.115298934 0.37435263 -0.013217799 0.39192912
20091025 -0.14214334 0.3709027 -0.014667346 0.3974779
20091026 -0.16831891 0.36570516 -0.016047833 0.40290082
20091027 -0.19373383 0.35885307 -0.017355766 0.40817833
20091028 -0.21830657 0.35043955 -0.018588226 0.41329306
20091029 -0.24196497 0.34055707 -0.019742813 0.41822952
20091030 -0.26464528 0.32929695 -0.020817574 0.422974
20091031 -0.28629136 0.31674907 -0.021810966 0.42751426
20091101 -0.30685374 0.30300152 -0.022721784 0.43183956
20091102 -0.3262891 0.28814048 -0.023549138 0.43594044
20091103 -0.34455946 0.27225015 -0.024292404 0.43980846
20091104 -0.36163175 0.2554127 -0.024951193 0.44343626
20091105 -0.37747714 0.23770837 -0.025525326 0.4468174
20091106 -0.3920707 0.21921538 -0.026014803 0.4499462
20091107 -0.40539095 0.20001017 -0.026419787 0.4528177
20091108 -0.41741946 0.18016739 -0.026740583 0.45542765
20091109 -0.4281406 0.15976013 -0.026977623 0.4577723
20091110 -0.43754134 0.13885997 -0.027131459 0.4598485
20091111 -0.44561082 0.11753716 -0.027202742 0.4616535
20091112 -0.45234028 0.09586078 -0.027192224 0.4631851
20091113 -0.457723 0.07389889 -0.02710074 0.46444142
20091114 -0.46175388 0.05171867 -0.026929218 0.46542093
20091115 -0.46442968 0.029386615 -0.026678668 0.46612257
20091116 -0.46574864 0.0069686677 -0.026350174 0.46654546
20091117 -0.4657106 -0.015469602 -0.025944907 0.46668923
20091118 -0.464317 -0.03786284 -0.02546412 0.46655363
20091119 -0.46157062 -0.060145754 -0.024909144 0.46613884
20091120 -0.4574759 -0.08225293 -0.024281407 0.4654453
20091121 -0.45203888 -0.1041187 -0.023582421 0.46447387
20091122 -0.4452671 -0.12567696 -0.022813808 0.4632256
20091123 -0.43716997 -0.14686102 -0.021977287 0.46170202
20091124 -0.42775866 -0.16760348 -0.021074703 0.45990494
20091125 -0.41704634 -0.18783602 -0.020108026 0.4578366
20091126 -0.40504837 -0.20748933 -0.01907936 0.45549974
20091127 -0.39178237 -0.22649287 -0.017990971 0.4528975
20091128 -0.37726873 -0.24477485 -0.016845293 0.45003355
20091129 -0.36153054 -0.26226208 -0.015644943 0.44691217
20091130 -0.34459418 -0.27887976 -0.01439275 0.4435383
20091201 -0.32648957 -0.29455158 -0.013091769 0.43991756
20091202 -0.3072506 -0.3091995 -0.011745309 0.43605644
20091203 -0.2869155 -0.32274386 -0.010356959 0.43196225
20091204 -0.26552758 -0.3351032 -0.008930614 0.42764333
20091205 -0.24313553 -0.34619457 -0.0074705104 0.42310914
20091206 -0.21979423 -0.3559334 -0.0059812567 0.41837046
20091207 -0.19556542 -0.3642339 -0.004467871 0.4134394
20091208 -0.17051849 -0.3710093 -0.0029358186 0.4083296
20091209 -0.14473121 -0.3761722 -0.0013910499 0.40305656
20091210 -0.11829075 -0.37963524 0.00015995823 0.39763758
20091211 -0.09129451 -0.3813117 0.0017101637 0.39209214
20091212 -0.06385113 -0.38111663 0.0032519214 0.386442
20091213 -0.036081467 -0.3789678 0.0047769505 0.38071153
20091214 -0.008119486 -0.37478727 0.0062763076 0.37492776
20091215 0.019886855 -0.36850324 0.0077403705 0.36912063
20091216 0.047774926 -0.360052 0.009158837 0.3633232
20091217 0.07536696 -0.34938043 0.010520745 0.35757175
20091218 0.10246996 -0.336449 0.011814515 0.35190567
20091219 0.12887602 -0.3212348 0.01302803 0.34636763
20091220 0.15436335 -0.30373508 0.014148752 0.34100327
20091221 0.17869799 -0.28397116 0.01516389 0.33586088
20091222 0.20163643 -0.26199195 0.016060613 0.3309909
20091223 0.22292942 -0.23787776 0.016826326 0.32644522
20091224 0.24232662 -0.21174331 0.017448995 0.3222761
20091225 0.25958255 -0.1837402 0.017917525 0.3185351
20091226 0.27446356 -0.15405805 0.01822216 0.3152716
20091227 0.2867552 -0.12292419 0.018354913 0.31253126
20091228 0.29627016 -0.09060144 0.018309962 0.31035447
20091229 0.302856 -0.05738398 0.018084 0.30877453
20091230 0.30640164 -0.023591202 0.017676521 0.30781648
20091231 0.30684295 0.010440239 0.017089956 0.30749577
20100101 0.30416572 0.044365574 0.016329698 0.30781773
20100102 0.2984068 0.07784178 0.015403988 0.308777
20100103 0.2896524 0.11053731 0.014323637 0.31035814
20100104 0.27803433 0.14214109 0.013101652 0.31253612
20100105 0.26372406 0.17236996 0.01175278 0.31527752
20100106 0.24692577 0.20097443 0.010292997 0.318542
20100107 0.22786835 0.22774233 0.008739004 0.32228392
20100108 0.20679744 0.25250033 0.0071077463 0.32645383
20100109 0.18396789 0.27511388 0.0054159914 0.33100027
20100110 0.15963697 0.29548556 0.003679977 0.33587083
20100111 0.1340587 0.31355217 0.0019151393 0.34101376
20100112 0.10747919 0.32928148 0.00013591714 0.34637854
20100113 0.08013327 0.34266815 -0.0016443725 0.3519169
20100114 0.052242007 0.35372993 -0.003413599 0.35758322
20100115 0.02401133 0.36250383 -0.005160833 0.36333483
20100116 -0.0043688216 0.36904243 -0.0068763234 0.36913234
20100117 -0.03272459 0.37341076 -0.0085514495 0.37493947
20100118 -0.060897913 0.3756834 -0.010178651 0.3807232
20100119 -0.08874591 0.37594208 -0.011751352 0.3864536
20100120 -0.11614002 0.37427366 -0.013263873 0.39210355
20100121 -0.14296511 0.37076828 -0.01471135 0.3976488
20100122 -0.16911834 0.36551818 -0.016089652 0.40306753
20100123 -0.19450824 0.35861644 -0.017395297 0.4083403
20100124 -0.21905361 0.35015613 -0.018625388 0.41344976
20100125 -0.24268255 0.3402297 -0.019777536 0.41838047
20100126 -0.26533157 0.32892847 -0.020849809 0.42311877
20100127 -0.28694472 0.31634223 -0.021840667 0.42765254
20100128 -0.30747274 0.30255902 -0.02274892 0.431971
20100129 -0.3268725 0.28766495 -0.023573684 0.43606475
20100130 -0.3451062 0.27174416 -0.024314344 0.4399254
20100131 -0.36214086 0.2548788 -0.02497052 0.44354564
20100201 -0.37794784 0.23714894 -0.025542034 0.446919
20100202 -0.39250225 0.21863285 -0.026028896 0.45003983
20100203 -0.40578276 0.19940686 -0.026431272 0.45290324
20100204 -0.41777098 0.17954561 -0.02674947 0.45550495
20100205 -0.42845145 0.1591221 -0.02698393 0.45784128
20100206 -0.4378111 0.13820787 -0.0271352 0.45990902
20100207 -0.44583923 0.11687315 -0.02720394 0.46170554
20100208 -0.4525271 0.09518697 -0.027190901 0.46322852
20100209 -0.457868 0.07321737 -0.027096925 0.4644762
20100210 -0.46185702 0.0510315 -0.026922941 0.46544707
20100211 -0.46449083 0.028695833 -0.026669959 0.46613997
20100212 -0.4657678 0.0062763034 -0.026339067 0.46655416
20100213 -0.4656878 -0.016161531 -0.02593144 0.46668914
20100214 -0.46425226 -0.03855232 -0.02544833 0.4665448
20100215 -0.46146408 -0.06083077 -0.024891075 0.4661213
20100216 -0.45732772 -0.08293146 -0.024261102 0.46541905
20100217 -0.45184925 -0.104788706 -0.023559928 0.46443892
20100218 -0.44503632 -0.1263364 -0.022789177 0.463182
20100219 -0.43689832 -0.14750783 -0.021950575 0.4616498
20100220 -0.4274465 -0.16823556 -0.021045966 0.45984417
20100221 -0.41669413 -0.18845125 -0.020077324 0.45776737
20100222 -0.4046566 -0.20808552 -0.019046763 0.45542213
20100223 -0.39135164 -0.22706786 -0.01795655 0.4528116
20100224 -0.37679964 -0.24532638 -0.016809123 0.4499395
20100225 -0.3610239 -0.26278785 -0.015607109 0.44681013
20100226 -0.34405085 -0.27937746 -0.014353341 0.44342843
20100227 -0.3259105 -0.2950188 -0.013050883 0.43980005
20100228 -0.3066369 -0.3096338 -0.011703053 0.43593147
20100301 -0.28626847 -0.3231427 -0.010313446 0.43183008
20100302 -0.26484856 -0.3354641 -0.0088859685 0.42750424
20100303 -0.24242613 -0.34651485 -0.0074248696 0.42296347
20100304 -0.21905625 -0.35621047 -0.0059347693 0.41821855
20100305 -0.19480088 -0.36446506 -0.0044206986 0.41328162
20100306 -0.16972965 -0.37119183 -0.0028881368 0.40816647
20100307 -0.14392063 -0.37630337 -0.0013430512 0.40288854
20100308 -0.11746127 -0.3797123 0.00020806464 0.39746526
20100309 -0.09044931 -0.38133204 0.00175815 0.3919162
20100310 -0.06299378 -0.38107756 0.0032995406 0.38626313
20100311 -0.035215896 -0.37886682 0.004823935 0.38053057
20100312 -0.007250073 -0.37462208 0.0063223685 0.37474558
20100313 0.02075529 -0.36827168 0.007785198 0.36893824
20100314 0.04863709 -0.3597522 0.009202099 0.3631417
20100315 0.07621709 -0.34901094 0.010562091 0.35739228
20100316 0.10330181 -0.33600882 0.011853574 0.3517296
20100317 0.1296829 -0.32072347 0.013064416 0.34619632
20100318 0.15513815 -0.30315292 0.014182069 0.3408382
20100319 0.17943324 -0.2833192 0.015193736 0.3357036
20100320 0.20232445 -0.2612722 0.01608659 0.33084306
20100321 0.22356239 -0.23709321 0.016848044 0.32630843
20100322 0.24289677 -0.21089812 0.017466094 0.32215202
20100323 0.26008242 -0.18283969 0.017929675 0.31842533
20100324 0.27488607 -0.15310875 0.018229082 0.31517765
20100325 0.2870941 -0.121933736 0.018356388 0.3124545
20100326 0.29652014 -0.08957856 0.018305846 0.31029603
20100327 0.3030129 -0.056338295 0.018074233 0.30873534
20100328 0.3064628 -0.022532977 0.01766113 0.30779716
20100329 0.30680713 0.011500331 0.017069064 0.3074967
20100330 0.3040333 0.04541677 0.01630352 0.30783883
20100331 0.29817978 0.07887353 0.015372823 0.30881798
20100401 0.28933424 0.11153958 0.014287858 0.3104183
20100402 0.2776298 0.14310461 0.013061695 0.31261453
20100403 0.26323912 0.17328645 0.011709125 0.315373
20100404 0.24636722 0.20183674 0.010246157 0.3186532
20100405 0.22724362 0.22854447 0.008689504 0.32240927
20100406 0.20611438 0.25323758 0.0070561133 0.3265918
20100407 0.18323453 0.2757827 0.0053627393 0.33114913
20100408 0.15886128 0.29608348 0.0036255992 0.336029
20100409 0.13324848 0.31407782 0.0018601 0.34117955
20100410 0.106641926 0.3297343 8.064705e-05 0.34655046
20100411 0.07927603 0.34304842 -0.001699479 0.35209343
20100412 0.051371437 0.35403857 -0.003468185 0.357763
20100413 0.023133552 0.36274225 -0.0052145785 0.36351657
20100414 -0.0052481806 0.36921254 -0.006928946 0.36931482
20100415 -0.033600405 0.37351474 -0.008602699 0.37512165
20100416 -0.06176554 0.37572372 -0.010228311 0.38090408
20100417 -0.08960117 0.3759214 -0.011799232 0.38663223
20100418 -0.11697917 0.37419474 -0.013309812 0.3922792
20100419 -0.14378478 0.370634 -0.014755211 0.39782074
20100420 -0.16991557 0.3653314 -0.016131317 0.4032351
20100421 -0.19528039 0.35838005 -0.017434672 0.40850294
20100422 -0.21979833 0.34987304 -0.01866239 0.41360697
20100423 -0.24339777 0.33990276 -0.0198121 0.4185318
20100424 -0.26601547 0.32856047 -0.02088188 0.42326385
20100425 -0.2875957 0.31593594 -0.021870203 0.42779097
20100426 -0.3080894 0.30211714 -0.022775892 0.4321025
20100427 -0.32745358 0.2871901 -0.02359807 0.43618906
20100428 -0.34565067 0.27123892 -0.024336128 0.44004226
20100429 -0.36264777 0.2543457 -0.024989692 0.44365484
20100430 -0.37841636 0.23659042 -0.025558595 0.44702035
20100501 -0.3929317 0.21805128 -0.026042847 0.4501332
20100502 -0.4061725 0.19880459 -0.026442619 0.4529885
20100503 -0.41812056 0.17892489 -0.026758227 0.45558196
20100504 -0.42876044 0.15848517 -0.02699011 0.45790994
20100505 -0.43807912 0.13755693 -0.027138826 0.45996928
20100506 -0.44606596 0.11621032 -0.02720503 0.4617573
20100507 -0.45271236 0.09451438 -0.02718948 0.46327177
20100508 -0.45801163 0.07253709 -0.02709302 0.46451083
20100509 -0.46195886 0.05034559 -0.02691658 0.46547306
20100510 -0.46455082 0.028006336 -0.026661176 0.46615732
20100511 -0.46578592 0.0055852444 -0.026327897 0.46656284
20100512 -0.4656641 -0.016852137 -0.02591792 0.46668917
20100513 -0.46418676 -0.03924046 -0.025432497 0.46653616
20100514 -0.46135694 -0.06151443 -0.024872972 0.46610397
20100515 -0.4571791 -0.08360863 -0.024240775 0.46539313
20100516 -0.45165935 -0.10545735 -0.023537425 0.46440437
20100517 -0.4448054 -0.12699446 -0.022764549 0.46313894
20100518 -0.43662673 -0.14815326 -0.021923874 0.46159825
20100519 -0.4271346 -0.16886626 -0.021017253 0.4597842
20100520 -0.41634235 -0.1890651 -0.02004666 0.45769906
20100521 -0.40426543 -0.20868038 -0.019014215 0.45534557
20100522 -0.3909217 -0.22764151 -0.017922191 0.4527269
20100523 -0.37633166 -0.2458766 -0.016773032 0.4498468
20100524 -0.36051857 -0.26331234 -0.015569367 0.44670957
20100525 -0.34350905 -0.2798739 -0.014314041 0.44332016
20100526 -0.32533324 -0.2954848 -0.013010121 0.43968427
20100527 -0.3060253 -0.31006697 -0.011660934 0.43580842
20100528 -0.28562373 -0.3235405 -0.010270087 0.43169996
20100529 -0.26417217 -0.335824 -0.008841496 0.42736736
20100530 -0.24171966 -0.3468343 -0.0073794187 0.42282015
20100531 -0.21832152 -0.3564868 -0.005888488 0.41806912
20100601 -0.19403991 -0.36469564 -0.0043737497 0.41312653
20100602 -0.16894472 -0.37137395 -0.0028406966 0.40800613
20100603 -0.14311428 -0.37643436 -0.0012953115 0.4027235
20100604 -0.116636366 -0.37978947 0.00025589482 0.39729607
20100605 -0.08960904 -0.38135272 0.0018058436 0.39174345
20100606 -0.06214169 -0.3810392 0.0033468513 0.38608763
20100607 -0.034355935 -0.37876692 0.004870596 0.38035306
20100608 -0.006386601 -0.37445834 0.0063680927 0.37456694
20100609 0.021617467 -0.36804202 0.007829676 0.36875948
20100610 0.049492706 -0.35945484 0.009245004 0.36296389
20100611 0.07706041 -0.34864447 0.010603071 0.35721657
20100612 0.10412662 -0.33557224 0.011892264 0.35155725
20100613 0.13048255 -0.32021642 0.013100434 0.34602872
20100614 0.1559056 -0.3025757 0.014215022 0.34067678
20100615 0.1801611 -0.2826729 0.015223228 0.33554992
20100616 0.2030051 -0.2605589 0.016112225 0.33069867
20100617 0.2241881 -0.23631592 0.016869446 0.32617494
20100618 0.2434599 -0.210061 0.017482901 0.32203105
20100619 0.26057556 -0.18194805 0.017941564 0.3183184
20100620 0.27530232 -0.15216906 0.018235784 0.31508625
20100621 0.28742725 -0.12095365 0.018357689 0.31237993
20100622 0.29676503 -0.08856671 0.018301602 0.3102394
20100623 0.30316547 -0.055304207 0.018064393 0.30869755
20100624 0.3065204 -0.02148682 0.017645724 0.30777884
20100625 0.30676863 0.012548007 0.017048215 0.30749813
20100626 0.30389917 0.04645533 0.016277445 0.30785996
20100627 0.29795197 0.07989256 0.015341818 0.30885848
20100628 0.28901622 0.11252919 0.014252294 0.31047755
20100629 0.27722633 0.14405566 0.013022004 0.3126916
20100630 0.26275605 0.17419077 0.011665783 0.31546673
20100701 0.2458113 0.20268726 0.01019967 0.31876224
20100702 0.22662224 0.22933534 0.008640391 0.32253218
20100703 0.2054353 0.2539641 0.0070048943 0.32672694
20100704 0.18250564 0.2764414 0.005309923 0.33129495
20100705 0.1580905 0.29667196 0.003571672 0.33618388
20100706 0.1324435 0.31459463 0.0018055206 0.34134194
20100707 0.105810136 0.33017895 2.584132e-05 0.34671882
20100708 0.07842444 0.34342116 -0.0017541213 0.35226634
20100709 0.050506603 0.35434029 -0.0035223109 0.35793906
20100710 0.02226154 0.36297438 -0.005267872 0.36369455
20100711 -0.0061217975 0.3693769 -0.006981125 0.36949357
20100712 -0.034470543 0.3736135 -0.008653518 0.37530008
20100713 -0.0626276 0.37575933 -0.0102775525 0.38108125
20100714 -0.09045099 0.37589648 -0.01184671 0.3868073
20100715 -0.11781303 0.37411198 -0.013355365 0.39245135
20100716 -0.14459936 0.37049624 -0.014798701 0.39798924
20100717 -0.1707079 0.3651415 -0.016172629 0.40339938
20100718 -0.19604781 0.3581409 -0.017473705 0.4086624
20100719 -0.22053853 0.34958744 -0.018699065 0.41376114
20100720 -0.24410868 0.33957356 -0.019846352 0.41868022
20100721 -0.26669526 0.32819048 -0.020913653 0.4234061
20100722 -0.28824273 0.31552786 -0.021899458 0.42792672
20100723 -0.3087023 0.30167365 -0.022802595 0.4322315
20100724 -0.32803112 0.2867138 -0.023622198 0.43631095
