19500115 21.113611 357.113611
19500220 1.582778 1201.582778
19500324 22.059444 1990.059444
19500503 23.764444 2951.764444
19500604 23.165278 3719.165278
19500713 18.180833 4650.180833
19500817 3.470278 5475.470278
19500919 10.416111 6274.416111
19501029 4.396111 7228.396111
19501130 2.550278 7994.550278
19510108 11.833611 8939.833611
19510211 5.295000 9749.295000
19510317 1.581667 10561.581667
19510425 8.298611 11504.298611
19510527 6.558333 12270.558333
19510706 2.334167 13226.334167
19510808 7.127778 14023.127778
19510911 20.047500 14852.047500
19511020 11.605278 15779.605278
19511121 11.336111 16547.336111
19511231 14.151389 17510.151389
19520202 9.026944 18297.026944
19520308 17.900833 19145.900833
19520415 14.445556 20054.445556
19520517 17.072778 20825.072778
19520626 23.816667 21791.816667
19520729 11.074167 22571.074167
19520903 18.409444 23442.409444
19521010 16.922222 24328.922222
19521112 0.018333 25104.018333
19521222 7.735556 26071.735556
19530123 13.336667 26845.336667
19530301 19.626389 27739.626389
19530406 19.116389 28603.116389
19530509 8.458889 29384.458889
19530618 14.272778 30350.272778
19530720 15.898333 31119.898333
19530827 19.306389 32035.306389
19531001 21.118611 32877.118611
19531103 18.795000 33666.795000
19531213 19.697500 34627.697500
19540114 18.856389 35394.856389
19540222 15.924167 36327.924167
19540328 22.994722 37150.994722
19540501 7.473333 37951.473333
19540610 0.225556 38904.225556
19540711 22.314722 39670.314722
19540820 9.150000 40617.150000
19540923 0.816389 41424.816389
19541026 23.042222 42239.042222
19541205 4.039167 43180.039167
19550106 2.409722 43946.409722
19550214 23.265000 44903.265000
19550320 2.650000 45698.650000
19550423 17.923611 46529.923611
19550601 7.278611 47455.278611
19550703 7.293333 48223.293333
19550812 10.778056 49186.778056
19550914 4.566389 49972.566389
19551019 16.186944 50824.186944
19551126 10.065556 51730.065556
19551228 13.173333 52501.173333
19560206 20.190556 53468.190556
19560310 6.633333 54246.633333
19560415 16.898889 55120.898889
19560522 12.495278 56004.495278
19560623 20.279722 56780.279722
19560803 3.917778 57747.917778
19560904 8.927222 58520.927222
19561011 18.048333 59418.048333
19561116 14.665556 60278.665556
19561219 4.947778 61060.947778
19570128 10.303056 62026.303056
19570301 11.537222 62795.537222
19570408 17.398333 63713.398333
19570513 16.645556 64552.645556
19570615 15.553056 65343.553056
19570725 15.599444 66303.599444
19570826 14.548333 67070.548333
19571004 13.598333 68005.598333
19571107 18.511944 68826.511944
19571211 4.579167 69628.579167
19580119 20.036389 70580.036389
19580220 18.085556 71346.085556
19580401 6.415000 72294.415000
19580504 20.335278 73100.335278
19580607 20.556667 73916.556667
19580716 23.769722 74855.769722
19580817 22.272778 75622.272778
19580926 20.163611 76580.163611
19581029 22.175000 77374.175000
19581203 15.894167 78207.894167
19590111 2.947500 79130.947500
19590212 3.274444 79899.274444
19590324 7.391389 80863.391389
19590426 0.108056 81648.108056
19590531 14.553611 82502.553611
19590708 5.685000 83405.685000
19590809 9.295556 84177.295556
19590918 16.559444 85144.559444
19591021 2.200556 85922.200556
19591126 15.435278 86799.435278
19600102 8.076944 87680.076944
19600203 16.585000 88456.585000
19600315 0.097222 89424.097222
19600416 4.529722 90196.529722
19600523 16.473889 91096.473889
19600628 10.215833 91954.215833
19600731 1.472222 92737.472222
19600909 6.322222 93702.322222
19601011 7.181667 94471.181667
19601118 15.443333 95391.443333
19601223 12.176944 96228.176944
19610125 12.348333 97020.348333
19610306 11.498889 97979.498889
19610407 10.255833 98746.255833
19610516 11.210000 99683.210000
19610619 14.033611 100502.033611
19610723 1.723889 101305.723889
19610831 15.830556 102255.830556
19611002 13.865278 103021.865278
19611111 3.595000 103971.595000
19611214 15.850000 104775.850000
19620117 18.094722 105594.094722
19620225 19.486111 106531.486111
19620329 18.143611 107298.143611
19620508 17.004167 108257.004167
19620610 17.701667 109049.701667
19620715 13.885556 109885.885556
19620822 22.603333 110806.603333
19620923 23.268333 111575.268333
19621103 3.938889 112539.938889
19621205 19.649722 113323.649722
19630110 12.908611 114180.908611
19630217 1.287222 115081.287222
19630321 5.431667 115853.431667
19630430 12.886667 116820.886667
19630601 21.766944 117597.766944
19630708 13.965556 118477.965556
19630814 3.648056 119355.648056
19630915 12.913889 120132.913889
19631025 20.246389 121100.246389
19631127 0.136944 121872.136944
19640103 14.848333 122774.848333
19640208 5.759722 123629.759722
19640311 22.031944 124414.031944
19640421 2.322778 125378.322778
19640523 2.835000 126146.835000
19640630 13.465278 127069.465278
19640804 7.704722 127903.704722
19640906 9.206944 128697.206944
19641016 7.385833 129655.385833
19641117 5.972778 130421.972778
19641226 8.793056 131360.793056
19650129 9.554167 132177.554167
19650303 22.932500 132982.932500
19650412 11.621667 133931.621667
19650514 9.658056 134697.658056
19650623 0.761389 135648.761389
19650726 11.371667 136451.371667
19650829 15.730278 137271.730278
19651007 15.201111 138207.201111
19651108 14.035833 138974.035833
19651218 13.822500 139933.822500
19660120 13.229722 140725.229722
19660224 11.952778 141563.952778
19660403 18.253611 142482.253611
19660505 19.273333 143251.273333
19660615 0.470000 144216.470000
19660717 15.194444 144999.194444
19660822 11.309444 145859.309444
19660928 20.893056 146756.893056
19661031 1.592222 147529.592222
19661210 9.192778 148497.192778
19670111 17.340556 149273.340556
19670217 12.477500 150156.477500
19670325 23.212778 151031.212778
